Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Denver,Weekly,"2021-07-18 00:00:00",Organic,1.785275302,32829.45,24375.52,1376.41,0.00,7077.53,,,
Detroit,Weekly,"2021-07-18 00:00:00",Conventional,0.960578976,556551.36,110101.59,221965.65,120684.21,103799.90,,,
Detroit,Weekly,"2021-07-18 00:00:00",Organic,1.436465266,19817.42,4198.79,3973.29,0.00,11645.34,,,
"Grand Rapids",Weekly,"2021-07-18 00:00:00",Conventional,1.025436294,251732.79,16191.84,60320.18,131139.36,44081.41,,,
"Grand Rapids",Weekly,"2021-07-18 00:00:00",Organic,0.890712169,22924.02,84.18,1036.66,0.00,21803.18,,,
"Great Lakes",Weekly,"2021-07-18 00:00:00",Conventional,0.975442419,4697230.68,897039.48,2205748.13,580860.82,1013582.26,,,
"Great Lakes",Weekly,"2021-07-18 00:00:00",Organic,1.508374192,180238.47,31278.75,41583.53,0.00,107376.19,,,
Harrisburg/Scranton,Weekly,"2021-07-18 00:00:00",Conventional,1.025302766,402717.09,152207.37,100639.18,1156.88,148713.67,,,
Harrisburg/Scranton,Weekly,"2021-07-18 00:00:00",Organic,1.593036414,14671.33,117.42,552.37,0.00,14001.54,,,
Hartford/Springfield,Weekly,"2021-07-18 00:00:00",Conventional,1.382853503,351943.94,11076.01,258175.46,1051.63,81640.84,,,
Hartford/Springfield,Weekly,"2021-07-18 00:00:00",Organic,2.024088176,17530.86,163.19,6656.46,4.44,10706.77,,,
Houston,Weekly,"2021-07-18 00:00:00",Conventional,0.779280668,1281308.13,743830.24,295814.64,7948.62,233714.64,,,
Houston,Weekly,"2021-07-18 00:00:00",Organic,1.655800730,17261.62,10608.80,255.04,0.00,6397.78,,,
Indianapolis,Weekly,"2021-07-18 00:00:00",Conventional,0.922995294,291788.90,63880.28,162929.01,2659.59,62320.03,,,
Indianapolis,Weekly,"2021-07-18 00:00:00",Organic,1.607006324,7853.50,1104.55,2120.26,0.00,4628.69,,,
Jacksonville,Weekly,"2021-07-18 00:00:00",Conventional,0.976806060,239094.28,140062.02,9218.24,1030.15,88783.87,,,
Jacksonville,Weekly,"2021-07-18 00:00:00",Organic,1.372248832,10113.13,38.42,319.89,0.00,9754.82,,,
"Las Vegas",Weekly,"2021-07-18 00:00:00",Conventional,0.952295697,405853.49,111344.59,151715.31,9842.58,132951.02,,,
"Las Vegas",Weekly,"2021-07-18 00:00:00",Organic,1.703689526,13827.55,4881.34,2574.81,0.00,6371.40,,,
"Los Angeles",Weekly,"2021-07-18 00:00:00",Conventional,1.095687892,3357692.96,1263024.23,274628.66,544017.83,1276022.24,,,
"Los Angeles",Weekly,"2021-07-18 00:00:00",Organic,1.820671287,142078.41,43969.03,26423.19,11.27,71674.92,,,
Louisville,Weekly,"2021-07-18 00:00:00",Conventional,1.052551722,119876.56,36512.54,44296.12,525.36,38542.54,,,
Louisville,Weekly,"2021-07-18 00:00:00",Organic,2.155412847,5380.35,1515.35,2309.98,0.00,1555.03,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-18 00:00:00",Conventional,0.991424709,1054223.20,599328.75,70584.66,2996.96,381303.94,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-18 00:00:00",Organic,1.455274281,38931.76,255.05,606.09,0.00,38070.62,,,
Midsouth,Weekly,"2021-07-18 00:00:00",Conventional,1.109806329,4006307.46,1420707.00,1066577.98,23186.03,1495836.45,,,
Midsouth,Weekly,"2021-07-18 00:00:00",Organic,1.709568873,211922.78,12287.73,44709.66,600.44,154324.94,,,
Nashville,Weekly,"2021-07-18 00:00:00",Conventional,0.959402644,307243.24,127602.69,85693.84,625.72,93321.00,,,
Nashville,Weekly,"2021-07-18 00:00:00",Organic,1.660042098,16124.33,2941.40,4067.60,0.00,9115.33,,,
"New Orleans/Mobile",Weekly,"2021-07-18 00:00:00",Conventional,0.867219157,334651.18,165781.29,21899.41,1735.58,145234.90,,,
"New Orleans/Mobile",Weekly,"2021-07-18 00:00:00",Organic,1.217364762,10626.31,240.89,7.05,0.00,10378.38,,,
"New York",Weekly,"2021-07-18 00:00:00",Conventional,1.256138819,1948130.39,69310.28,1284243.40,3700.33,590876.38,,,
"New York",Weekly,"2021-07-18 00:00:00",Organic,1.708942958,92781.18,5240.57,9864.82,989.92,76685.88,,,
Northeast,Weekly,"2021-07-18 00:00:00",Conventional,1.240551041,5586042.15,720596.87,3132190.06,19315.14,1713940.08,,,
Northeast,Weekly,"2021-07-18 00:00:00",Organic,1.811530984,259969.95,16614.79,29951.18,1821.33,211579.28,,,
"Northern New England",Weekly,"2021-07-18 00:00:00",Conventional,1.173103753,557154.94,150663.89,277632.19,479.80,128379.05,,,
"Northern New England",Weekly,"2021-07-18 00:00:00",Organic,2.158961353,18158.92,2319.61,592.18,0.00,15247.13,,,
Orlando,Weekly,"2021-07-18 00:00:00",Conventional,0.935716844,631513.20,340622.42,19705.07,4438.09,266747.61,,,
Orlando,Weekly,"2021-07-18 00:00:00",Organic,1.455398719,24509.68,202.41,113.48,0.00,24193.79,,,
Peoria/Springfield,Weekly,"2021-07-18 00:00:00",Conventional,0.869584011,144509.67,37746.21,59001.33,355.23,47406.90,,,
Peoria/Springfield,Weekly,"2021-07-18 00:00:00",Organic,1.696635123,3104.33,243.68,905.63,0.00,1955.02,,,
Philadelphia,Weekly,"2021-07-18 00:00:00",Conventional,1.104132100,607782.00,128181.51,251549.18,2930.00,225121.31,,,
Philadelphia,Weekly,"2021-07-18 00:00:00",Organic,1.779852651,27449.79,1030.50,6623.02,783.29,19012.97,,,
Phoenix/Tucson,Weekly,"2021-07-18 00:00:00",Conventional,0.923930689,1193669.57,463839.83,542496.06,7968.68,179365.00,,,
Phoenix/Tucson,Weekly,"2021-07-18 00:00:00",Organic,1.660670141,23472.70,7989.43,4423.49,0.00,11059.78,,,
Pittsburgh,Weekly,"2021-07-18 00:00:00",Conventional,1.190756676,119524.51,55500.94,17115.98,166.64,46740.96,,,
Pittsburgh,Weekly,"2021-07-18 00:00:00",Organic,1.786652314,6819.86,3373.02,1.42,0.00,3445.42,,,
Plains,Weekly,"2021-07-18 00:00:00",Conventional,0.991359284,2152046.01,982467.94,437640.33,40535.63,690472.46,,,
Plains,Weekly,"2021-07-18 00:00:00",Organic,1.744548642,44762.32,12187.54,3583.02,45.94,28945.82,,,
Portland,Weekly,"2021-07-18 00:00:00",Conventional,1.245548492,656333.51,353780.67,156059.08,40738.66,105755.09,,,
Portland,Weekly,"2021-07-18 00:00:00",Organic,2.083951072,32877.43,2428.45,25855.32,0.00,4593.66,,,
Providence,Weekly,"2021-07-18 00:00:00",Conventional,1.545327711,95148.18,3318.06,71744.33,350.92,19734.88,,,
Providence,Weekly,"2021-07-18 00:00:00",Organic,1.959937428,4926.86,61.25,10.53,0.00,4855.08,,,
Raleigh/Greensboro,Weekly,"2021-07-18 00:00:00",Conventional,1.124161798,433833.77,182244.97,80977.11,4647.79,165963.89,,,
Raleigh/Greensboro,Weekly,"2021-07-18 00:00:00",Organic,1.626079135,22893.86,297.70,4291.68,20.55,18283.92,,,
Richmond/Norfolk,Weekly,"2021-07-18 00:00:00",Conventional,0.964598400,346317.69,109655.18,82477.05,1389.09,152796.36,,,
Richmond/Norfolk,Weekly,"2021-07-18 00:00:00",Organic,1.632162043,18145.76,474.90,3194.51,0.00,14476.36,,,
Roanoke,Weekly,"2021-07-18 00:00:00",Conventional,0.973754897,191571.16,72506.31,48044.03,324.72,70696.10,,,
Roanoke,Weekly,"2021-07-18 00:00:00",Organic,1.859366460,8255.21,767.51,2679.14,0.00,4808.56,,,
Sacramento,Weekly,"2021-07-18 00:00:00",Conventional,1.461360388,470047.88,160882.08,183927.25,11186.48,114052.07,,,
Sacramento,Weekly,"2021-07-18 00:00:00",Organic,1.752462327,26696.19,7161.17,3325.64,0.00,16209.38,,,
"San Diego",Weekly,"2021-07-18 00:00:00",Conventional,1.047067392,695383.40,185136.65,108233.56,97635.97,304377.22,,,
"San Diego",Weekly,"2021-07-18 00:00:00",Organic,2.199665221,27984.87,7168.56,7550.48,0.00,13265.83,,,
"San Francisco",Weekly,"2021-07-18 00:00:00",Conventional,1.523284877,700612.47,233941.80,314333.23,18266.54,134070.90,,,
"San Francisco",Weekly,"2021-07-18 00:00:00",Organic,2.025946680,69338.87,18121.62,7613.65,8.12,43595.48,,,
Seattle,Weekly,"2021-07-18 00:00:00",Conventional,1.448138665,563911.88,246369.04,237118.90,6601.21,73822.73,,,
Seattle,Weekly,"2021-07-18 00:00:00",Organic,2.054176877,69800.54,12809.04,46452.26,0.00,10539.24,,,
"South Carolina",Weekly,"2021-07-18 00:00:00",Conventional,1.079748115,530081.32,233122.52,104790.62,1850.96,190317.23,,,
"South Carolina",Weekly,"2021-07-18 00:00:00",Organic,1.576217961,27207.91,1882.15,4159.49,14.86,21151.41,,,
"South Central",Weekly,"2021-07-18 00:00:00",Conventional,0.796437441,6377525.49,3420361.06,1060298.45,148736.19,1746728.07,,,
"South Central",Weekly,"2021-07-18 00:00:00",Organic,1.485334163,118224.39,30277.76,4412.40,4.84,83529.39,,,
Southeast,Weekly,"2021-07-18 00:00:00",Conventional,0.958313690,5661675.56,3010245.65,627120.46,19847.40,2004451.55,,,
Southeast,Weekly,"2021-07-18 00:00:00",Organic,1.461753658,206789.82,12490.69,18999.38,27.92,175271.83,,,
Spokane,Weekly,"2021-07-18 00:00:00",Conventional,1.214183881,86467.30,43700.87,27250.74,110.03,15405.66,,,
Spokane,Weekly,"2021-07-18 00:00:00",Organic,2.210964135,4075.67,1246.38,1830.09,0.00,999.21,,,
"St. Louis",Weekly,"2021-07-18 00:00:00",Conventional,0.918488959,225385.72,134863.05,15647.86,1030.12,73844.70,,,
"St. Louis",Weekly,"2021-07-18 00:00:00",Organic,2.417452330,4916.61,820.81,2232.42,1.21,1862.18,,,
Syracuse,Weekly,"2021-07-18 00:00:00",Conventional,1.180412739,84099.82,12508.41,37462.20,584.16,33545.05,,,
Syracuse,Weekly,"2021-07-18 00:00:00",Organic,1.763814209,4442.39,368.03,153.66,0.00,3920.70,,,
Tampa,Weekly,"2021-07-18 00:00:00",Conventional,0.930323909,627015.32,363021.87,23379.44,2140.43,238473.58,,,
Tampa,Weekly,"2021-07-18 00:00:00",Organic,1.315959386,19302.92,106.17,84.00,0.00,19112.75,,,
Toledo,Weekly,"2021-07-18 00:00:00",Conventional,0.952428864,162381.89,30883.72,77009.71,19438.78,35049.68,,,
Toledo,Weekly,"2021-07-18 00:00:00",Organic,1.660185311,3716.70,721.33,1004.21,0.00,1991.15,,,
"Total U.S.",Weekly,"2021-07-18 00:00:00",Conventional,1.041245645,42260358.91,15822003.04,12191211.04,1785685.74,12459026.17,,,
"Total U.S.",Weekly,"2021-07-18 00:00:00",Organic,1.728513721,1638698.38,297198.51,312285.74,2525.44,1026685.33,,,
West,Weekly,"2021-07-18 00:00:00",Conventional,1.047274294,7197614.38,3019165.93,2414146.79,186181.76,1578028.83,,,
West,Weekly,"2021-07-18 00:00:00",Organic,1.903526116,284497.80,87313.12,112831.67,0.00,84353.01,,,
"West Tex/New Mexico",Weekly,"2021-07-18 00:00:00",Conventional,0.804871771,990694.97,424279.97,145184.50,43875.24,376520.65,,,
"West Tex/New Mexico",Weekly,"2021-07-18 00:00:00",Organic,1.332728447,22734.80,4022.37,1207.60,0.00,17504.83,,,
Wichita,Weekly,"2021-07-18 00:00:00",Conventional,0.854880160,120938.11,78080.42,10058.28,279.27,32294.44,,,
Wichita,Weekly,"2021-07-18 00:00:00",Organic,1.671967492,2026.38,1398.16,9.77,0.00,618.45,,,
Albany,Weekly,"2021-07-25 00:00:00",Conventional,1.089208214,127945.11,22911.38,77093.52,428.30,27511.90,,,
Albany,Weekly,"2021-07-25 00:00:00",Organic,1.697205068,4335.45,379.61,527.71,0.00,3428.13,,,
Atlanta,Weekly,"2021-07-25 00:00:00",Conventional,0.924233396,754435.93,359748.52,174141.25,2728.29,217817.86,,,
Atlanta,Weekly,"2021-07-25 00:00:00",Organic,1.735361535,26440.76,4151.27,11918.30,0.00,10371.19,,,
Baltimore/Washington,Weekly,"2021-07-25 00:00:00",Conventional,1.366946182,867131.46,203190.10,303534.48,5617.76,354789.12,,,
Baltimore/Washington,Weekly,"2021-07-25 00:00:00",Organic,1.813334249,52953.19,565.00,11016.76,222.50,41148.93,,,
Birmingham/Montgomery,Weekly,"2021-07-25 00:00:00",Conventional,0.938100777,339245.66,188999.45,36073.71,2445.03,111727.47,,,
Birmingham/Montgomery,Weekly,"2021-07-25 00:00:00",Organic,1.381028361,10295.97,243.24,534.02,0.00,9518.71,,,
Boise,Weekly,"2021-07-25 00:00:00",Conventional,1.218378128,118165.41,50623.08,24020.28,13176.05,30345.99,,,
Boise,Weekly,"2021-07-25 00:00:00",Organic,1.989411459,5729.45,15.95,3164.36,0.00,2549.14,,,
Boston,Weekly,"2021-07-25 00:00:00",Conventional,1.491940123,571472.14,34504.29,390750.80,2435.42,143781.63,,,
Boston,Weekly,"2021-07-25 00:00:00",Organic,1.913466106,34418.36,287.50,2852.20,0.00,31278.66,,,
Buffalo/Rochester,Weekly,"2021-07-25 00:00:00",Conventional,1.176358726,167548.56,23528.37,49736.22,2577.00,91706.97,,,
Buffalo/Rochester,Weekly,"2021-07-25 00:00:00",Organic,1.655753251,13684.70,1079.65,98.65,0.00,12501.97,,,
California,Weekly,"2021-07-25 00:00:00",Conventional,1.320725943,5777092.84,2221802.45,1496977.91,659318.46,1398994.03,,,
California,Weekly,"2021-07-25 00:00:00",Organic,1.707493667,456421.56,88755.00,184664.88,538.30,182463.38,,,
Charlotte,Weekly,"2021-07-25 00:00:00",Conventional,1.228374293,324834.68,129670.73,65848.60,4965.85,124349.51,,,
Charlotte,Weekly,"2021-07-25 00:00:00",Organic,1.694813998,16587.23,59.30,3998.06,19.14,12510.74,,,
Chicago,Weekly,"2021-07-25 00:00:00",Conventional,1.327299530,796843.98,197173.46,289998.87,111636.90,198034.75,,,
Chicago,Weekly,"2021-07-25 00:00:00",Organic,1.742006849,39935.05,16933.41,7882.67,0.00,15118.97,,,
Cincinnati/Dayton,Weekly,"2021-07-25 00:00:00",Conventional,1.021392410,290869.48,88927.86,161897.06,800.23,39244.33,,,
Cincinnati/Dayton,Weekly,"2021-07-25 00:00:00",Organic,1.904373737,13813.40,2839.51,7954.68,0.00,3019.20,,,
Columbus,Weekly,"2021-07-25 00:00:00",Conventional,1.039022511,234554.36,68336.97,120220.46,971.94,45024.98,,,
Columbus,Weekly,"2021-07-25 00:00:00",Organic,1.909733428,8078.72,1690.06,3872.44,0.00,2516.22,,,
"Dallas/Ft. Worth",Weekly,"2021-07-25 00:00:00",Conventional,0.766502455,1550477.53,767679.40,289646.80,23802.56,469348.77,,,
"Dallas/Ft. Worth",Weekly,"2021-07-25 00:00:00",Organic,1.515368389,40468.32,13913.65,973.86,0.00,25580.81,,,
Denver,Weekly,"2021-07-25 00:00:00",Conventional,1.008133069,1069892.87,315787.14,470961.94,29569.49,253574.31,,,
Denver,Weekly,"2021-07-25 00:00:00",Organic,1.787192222,24196.35,14514.34,1298.68,0.00,8383.33,,,
Detroit,Weekly,"2021-07-25 00:00:00",Conventional,0.970974485,488636.07,94427.28,195466.27,111172.61,87569.92,,,
Detroit,Weekly,"2021-07-25 00:00:00",Organic,1.440524018,18737.82,1553.67,6149.64,0.00,11034.51,,,
"Grand Rapids",Weekly,"2021-07-25 00:00:00",Conventional,1.052413287,227537.14,13076.37,60151.49,120369.41,33939.87,,,
"Grand Rapids",Weekly,"2021-07-25 00:00:00",Organic,1.252546057,12820.14,62.50,1412.36,0.00,11345.28,,,
"Great Lakes",Weekly,"2021-07-25 00:00:00",Conventional,1.043807634,4131159.57,881304.63,1804900.98,553044.29,891909.67,,,
"Great Lakes",Weekly,"2021-07-25 00:00:00",Organic,1.628770360,166269.00,37175.60,40029.96,0.00,89063.44,,,
Harrisburg/Scranton,Weekly,"2021-07-25 00:00:00",Conventional,1.047750237,388336.85,153783.56,95683.88,873.95,137995.46,,,
Harrisburg/Scranton,Weekly,"2021-07-25 00:00:00",Organic,1.595046273,13460.72,440.47,636.90,0.00,12383.35,,,
Hartford/Springfield,Weekly,"2021-07-25 00:00:00",Conventional,1.476531761,317413.82,9300.70,238840.72,910.93,68361.46,,,
Hartford/Springfield,Weekly,"2021-07-25 00:00:00",Organic,2.004873956,18834.01,381.37,7158.32,0.00,11294.32,,,
Houston,Weekly,"2021-07-25 00:00:00",Conventional,0.790677359,1220108.69,705873.19,278893.99,10639.86,224701.64,,,
Houston,Weekly,"2021-07-25 00:00:00",Organic,1.686742494,17451.66,10152.81,228.80,0.00,7070.04,,,
Indianapolis,Weekly,"2021-07-25 00:00:00",Conventional,0.911917263,274617.90,65411.94,148332.53,2251.99,58621.44,,,
Indianapolis,Weekly,"2021-07-25 00:00:00",Organic,1.658734491,7843.29,1389.06,2090.35,0.00,4363.87,,,
Jacksonville,Weekly,"2021-07-25 00:00:00",Conventional,0.973827360,239032.46,138473.36,17318.88,1127.96,82112.26,,,
Jacksonville,Weekly,"2021-07-25 00:00:00",Organic,1.453713890,10205.49,32.35,244.26,0.00,9928.89,,,
"Las Vegas",Weekly,"2021-07-25 00:00:00",Conventional,0.953022690,394878.30,106346.84,145685.46,8730.57,134115.43,,,
"Las Vegas",Weekly,"2021-07-25 00:00:00",Organic,1.700159852,13805.27,4438.53,3174.63,0.00,6192.11,,,
"Los Angeles",Weekly,"2021-07-25 00:00:00",Conventional,1.240309371,2931220.70,1305801.36,405617.13,459889.02,759913.20,,,
"Los Angeles",Weekly,"2021-07-25 00:00:00",Organic,1.827200019,142745.55,44504.68,24479.30,15.50,73746.07,,,
Louisville,Weekly,"2021-07-25 00:00:00",Conventional,1.026027127,118162.10,40165.87,39034.19,414.13,38547.91,,,
Louisville,Weekly,"2021-07-25 00:00:00",Organic,2.283667725,5222.28,2512.78,1852.02,0.00,857.47,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-25 00:00:00",Conventional,0.987826408,1055931.92,578354.87,92584.17,5048.35,379940.56,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-25 00:00:00",Organic,1.536070201,35977.96,291.21,655.20,0.00,35031.55,,,
Midsouth,Weekly,"2021-07-25 00:00:00",Conventional,1.147595362,3782156.58,1416502.78,1028561.14,20279.01,1316813.65,,,
Midsouth,Weekly,"2021-07-25 00:00:00",Organic,1.769698114,195947.33,14771.44,45606.44,510.41,135059.04,,,
Nashville,Weekly,"2021-07-25 00:00:00",Conventional,0.946795187,291173.52,125424.43,73131.46,462.98,92154.65,,,
Nashville,Weekly,"2021-07-25 00:00:00",Organic,1.691056899,14791.34,4229.75,3054.08,0.00,7507.51,,,
"New Orleans/Mobile",Weekly,"2021-07-25 00:00:00",Conventional,0.859168285,340305.84,164344.03,25349.17,1028.71,149583.92,,,
"New Orleans/Mobile",Weekly,"2021-07-25 00:00:00",Organic,1.195456396,13392.84,455.10,7.03,0.00,12930.70,,,
"New York",Weekly,"2021-07-25 00:00:00",Conventional,1.290039715,1768343.35,61543.52,1126068.27,5042.54,575689.02,,,
"New York",Weekly,"2021-07-25 00:00:00",Organic,1.776375822,95574.38,9064.56,12972.28,460.14,73077.40,,,
Northeast,Weekly,"2021-07-25 00:00:00",Conventional,1.250506103,5269171.60,702706.81,2899978.91,18893.40,1647592.48,,,
Northeast,Weekly,"2021-07-25 00:00:00",Organic,1.814694716,263533.52,19867.57,35829.64,908.10,206923.72,,,
"Northern New England",Weekly,"2021-07-25 00:00:00",Conventional,1.173662795,523392.54,142658.38,262309.10,767.05,117658.01,,,
"Northern New England",Weekly,"2021-07-25 00:00:00",Organic,2.105181706,18837.20,2203.82,750.49,0.00,15882.89,,,
Orlando,Weekly,"2021-07-25 00:00:00",Conventional,0.951066893,611926.16,306696.53,57447.77,3151.89,244629.96,,,
Orlando,Weekly,"2021-07-25 00:00:00",Organic,1.471072886,25846.89,116.59,128.10,0.00,25602.19,,,
Peoria/Springfield,Weekly,"2021-07-25 00:00:00",Conventional,0.906076884,129055.29,35562.44,54197.58,498.93,38796.34,,,
Peoria/Springfield,Weekly,"2021-07-25 00:00:00",Organic,1.746853829,3034.02,321.26,791.74,0.00,1921.01,,,
Philadelphia,Weekly,"2021-07-25 00:00:00",Conventional,1.073243624,598150.06,133453.20,239607.98,2904.79,222184.10,,,
Philadelphia,Weekly,"2021-07-25 00:00:00",Organic,1.761119099,27203.83,1187.32,7856.76,352.04,17807.71,,,
Phoenix/Tucson,Weekly,"2021-07-25 00:00:00",Conventional,0.908892982,1138120.49,464207.74,490026.11,6751.55,177135.09,,,
Phoenix/Tucson,Weekly,"2021-07-25 00:00:00",Organic,1.649086401,22372.12,6126.93,4981.05,0.00,11264.14,,,
Pittsburgh,Weekly,"2021-07-25 00:00:00",Conventional,1.108262202,124872.11,47754.86,22490.51,4.25,54622.49,,,
Pittsburgh,Weekly,"2021-07-25 00:00:00",Organic,1.674671950,6019.30,2250.72,24.01,0.00,3744.58,,,
Plains,Weekly,"2021-07-25 00:00:00",Conventional,0.975834265,2155409.27,921668.65,519112.44,40659.17,673467.91,,,
Plains,Weekly,"2021-07-25 00:00:00",Organic,1.699964311,46237.15,11717.59,3457.71,16.78,31045.06,,,
Portland,Weekly,"2021-07-25 00:00:00",Conventional,1.205864915,719186.87,299337.87,281024.87,37011.19,101812.94,,,
Portland,Weekly,"2021-07-25 00:00:00",Organic,2.004938354,24860.85,2469.84,18232.26,0.00,4158.76,,,
Providence,Weekly,"2021-07-25 00:00:00",Conventional,1.551158497,96918.19,3749.45,73914.13,197.99,19056.61,,,
Providence,Weekly,"2021-07-25 00:00:00",Organic,1.885490188,5077.92,19.85,47.52,0.00,5010.55,,,
Raleigh/Greensboro,Weekly,"2021-07-25 00:00:00",Conventional,1.150536075,415609.38,175402.39,81525.47,3877.70,154803.82,,,
Raleigh/Greensboro,Weekly,"2021-07-25 00:00:00",Organic,1.712916204,19182.82,307.81,4176.99,19.48,14678.54,,,
Richmond/Norfolk,Weekly,"2021-07-25 00:00:00",Conventional,1.118385768,294416.14,113617.39,84982.70,1269.96,94546.10,,,
Richmond/Norfolk,Weekly,"2021-07-25 00:00:00",Organic,1.646211175,18077.42,391.54,3224.99,1.08,14459.81,,,
Roanoke,Weekly,"2021-07-25 00:00:00",Conventional,1.020119784,177206.30,78499.23,45300.94,388.42,53017.71,,,
Roanoke,Weekly,"2021-07-25 00:00:00",Organic,1.901957162,7868.21,618.61,2749.90,0.00,4499.71,,,
Sacramento,Weekly,"2021-07-25 00:00:00",Conventional,1.429987481,447984.36,128609.45,194396.31,12127.38,112851.22,,,
Sacramento,Weekly,"2021-07-25 00:00:00",Organic,1.545560188,46630.32,5721.53,26197.65,149.62,14561.53,,,
"San Diego",Weekly,"2021-07-25 00:00:00",Conventional,1.305649993,538700.64,176044.45,157243.50,79180.64,126232.05,,,
"San Diego",Weekly,"2021-07-25 00:00:00",Organic,2.142073461,28047.53,8050.68,6588.10,0.00,13408.75,,,
"San Francisco",Weekly,"2021-07-25 00:00:00",Conventional,1.565239815,652317.61,167941.74,327123.79,20864.95,136387.14,,,
"San Francisco",Weekly,"2021-07-25 00:00:00",Organic,1.674369616,117699.32,14539.74,57903.70,234.15,45021.73,,,
Seattle,Weekly,"2021-07-25 00:00:00",Conventional,1.410661607,621081.54,246619.96,291132.71,7095.62,76233.25,,,
Seattle,Weekly,"2021-07-25 00:00:00",Organic,1.971242487,61944.34,9265.51,41735.73,7.88,10935.23,,,
"South Carolina",Weekly,"2021-07-25 00:00:00",Conventional,1.092561318,508104.63,222650.95,102800.29,1863.68,180789.71,,,
"South Carolina",Weekly,"2021-07-25 00:00:00",Organic,1.618331778,25354.17,1187.00,4599.26,32.95,19534.95,,,
"South Central",Weekly,"2021-07-25 00:00:00",Conventional,0.793924035,6367327.12,3451729.79,991671.48,160927.27,1761748.94,,,
"South Central",Weekly,"2021-07-25 00:00:00",Organic,1.503058032,121737.41,30829.69,5001.17,30.30,85876.25,,,
Southeast,Weekly,"2021-07-25 00:00:00",Conventional,0.964926892,5529190.65,2881981.23,698286.71,21598.40,1927319.24,,,
Southeast,Weekly,"2021-07-25 00:00:00",Organic,1.514921839,202051.88,7685.85,23251.85,35.18,171079.00,,,
Spokane,Weekly,"2021-07-25 00:00:00",Conventional,1.143200021,94913.68,50949.99,29649.61,101.61,14212.46,,,
Spokane,Weekly,"2021-07-25 00:00:00",Organic,2.048763621,3893.52,1396.61,1560.83,1.71,934.37,,,
"St. Louis",Weekly,"2021-07-25 00:00:00",Conventional,0.931106654,220494.96,130699.72,17350.26,1303.54,71141.44,,,
"St. Louis",Weekly,"2021-07-25 00:00:00",Organic,2.314666817,5158.53,801.71,2118.62,0.00,2238.21,,,
Syracuse,Weekly,"2021-07-25 00:00:00",Conventional,1.148132360,82259.70,12480.47,35830.13,603.62,33345.48,,,
Syracuse,Weekly,"2021-07-25 00:00:00",Organic,1.622888810,4664.29,380.97,221.24,0.00,4062.09,,,
Tampa,Weekly,"2021-07-25 00:00:00",Conventional,0.937484699,624385.15,339299.74,45431.85,1888.67,237763.84,,,
Tampa,Weekly,"2021-07-25 00:00:00",Organic,1.404601770,18910.11,113.36,97.65,0.00,18699.10,,,
Toledo,Weekly,"2021-07-25 00:00:00",Conventional,0.974005016,141672.70,28015.70,65867.97,19150.61,28638.41,,,
Toledo,Weekly,"2021-07-25 00:00:00",Organic,1.683864824,4547.49,495.13,1759.45,0.00,2292.91,,,
"Total U.S.",Weekly,"2021-07-25 00:00:00",Conventional,1.067910628,40237444.70,15302764.93,12108026.77,1655857.50,11168945.82,,,
"Total U.S.",Weekly,"2021-07-25 00:00:00",Organic,1.706170226,1697995.40,273967.21,437701.83,2077.93,984243.93,,,
West,Weekly,"2021-07-25 00:00:00",Conventional,1.052406749,7225937.08,2825068.59,2668537.22,181137.50,1551099.90,,,
West,Weekly,"2021-07-25 00:00:00",Organic,1.848045441,245797.56,63164.47,99860.20,38.85,82734.04,,,
"West Tex/New Mexico",Weekly,"2021-07-25 00:00:00",Conventional,0.778205841,987583.29,412440.71,126597.97,33497.50,414480.55,,,
"West Tex/New Mexico",Weekly,"2021-07-25 00:00:00",Organic,1.327209029,17232.58,2578.24,1516.62,12.22,13125.51,,,
Wichita,Weekly,"2021-07-25 00:00:00",Conventional,0.884591288,111343.07,71624.37,10257.76,493.40,28861.21,,,
Wichita,Weekly,"2021-07-25 00:00:00",Organic,1.696759936,2689.04,1874.06,3.26,2.17,809.55,,,
Albany,Weekly,"2021-08-01 00:00:00",Conventional,0.971226386,135767.56,24797.39,72282.59,477.60,38209.97,,,
Albany,Weekly,"2021-08-01 00:00:00",Organic,1.665621783,4438.78,266.47,633.60,2.03,3536.68,,,
Atlanta,Weekly,"2021-08-01 00:00:00",Conventional,1.065423236,713359.56,380364.19,181120.34,1560.49,150314.54,,,
Atlanta,Weekly,"2021-08-01 00:00:00",Organic,1.776593149,25711.55,3403.74,11842.48,0.00,10465.32,,,
Baltimore/Washington,Weekly,"2021-08-01 00:00:00",Conventional,1.279726368,880089.41,197868.88,282603.07,6680.29,392937.17,,,
Baltimore/Washington,Weekly,"2021-08-01 00:00:00",Organic,1.763232300,50956.17,497.27,7495.47,40.74,42922.69,,,
Birmingham/Montgomery,Weekly,"2021-08-01 00:00:00",Conventional,1.069151890,313305.43,169390.86,56798.77,1852.09,85263.71,,,
Birmingham/Montgomery,Weekly,"2021-08-01 00:00:00",Organic,1.443700544,10320.42,245.90,599.04,0.00,9475.48,,,
