Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Spokane,Weekly,"2022-02-27 00:00:00",Organic,2.422786655,3938.78,528.94,2250.25,0.00,1159.59,,,
"St. Louis",Weekly,"2022-02-27 00:00:00",Conventional,1.198654583,202696.93,100719.02,28626.80,856.12,72494.99,,,
"St. Louis",Weekly,"2022-02-27 00:00:00",Organic,1.806999722,8698.48,978.42,2630.05,0.00,5090.01,,,
Syracuse,Weekly,"2022-02-27 00:00:00",Conventional,1.327162108,77170.89,19199.56,25873.56,434.51,31663.25,,,
Syracuse,Weekly,"2022-02-27 00:00:00",Organic,1.712802841,3504.85,374.44,291.95,0.00,2838.46,,,
Tampa,Weekly,"2022-02-27 00:00:00",Conventional,1.485099649,462279.75,339748.64,12756.26,1527.45,108246.07,,,
Tampa,Weekly,"2022-02-27 00:00:00",Organic,1.075812799,97517.78,11993.67,114.45,0.00,85409.66,,,
Toledo,Weekly,"2022-02-27 00:00:00",Conventional,1.168931462,146100.61,96177.05,17825.17,7064.29,25034.10,,,
Toledo,Weekly,"2022-02-27 00:00:00",Organic,1.876338717,3982.39,80.74,2071.24,0.00,1830.41,,,
"Total U.S.",Weekly,"2022-02-27 00:00:00",Conventional,1.349078906,36828695.84,17898996.36,8094227.43,1075998.62,9756964.32,,,
"Total U.S.",Weekly,"2022-02-27 00:00:00",Organic,1.631389399,2046168.14,418421.36,274285.84,215.94,1353245.00,,,
West,Weekly,"2022-02-27 00:00:00",Conventional,1.311863174,6379391.33,3081676.49,1583351.44,127957.26,1585522.27,,,
West,Weekly,"2022-02-27 00:00:00",Organic,1.972058601,291918.63,99271.45,80262.94,0.00,112384.25,,,
"West Tex/New Mexico",Weekly,"2022-02-27 00:00:00",Conventional,1.132505037,845653.50,393922.44,104138.87,7864.42,337645.66,,,
"West Tex/New Mexico",Weekly,"2022-02-27 00:00:00",Organic,1.159571749,45110.68,10982.12,655.89,0.00,33472.66,,,
Wichita,Weekly,"2022-02-27 00:00:00",Conventional,1.038404075,107312.20,66436.90,10929.11,210.76,29711.26,,,
Wichita,Weekly,"2022-02-27 00:00:00",Organic,1.699020779,3129.38,2064.77,1.08,0.00,1063.52,,,
Albany,Weekly,"2022-03-06 00:00:00",Conventional,1.209530333,123381.54,41123.48,57936.11,643.88,23678.07,,,
Albany,Weekly,"2022-03-06 00:00:00",Organic,1.740154451,3804.41,191.54,606.24,3.04,3003.60,,,
Atlanta,Weekly,"2022-03-06 00:00:00",Conventional,1.276257302,723845.61,457121.24,135995.51,1227.07,129501.79,,,
Atlanta,Weekly,"2022-03-06 00:00:00",Organic,2.053523144,24871.17,7218.16,11008.65,0.00,6644.37,,,
Baltimore/Washington,Weekly,"2022-03-06 00:00:00",Conventional,1.537354263,873839.21,292804.86,177252.80,3877.12,399904.44,,,
Baltimore/Washington,Weekly,"2022-03-06 00:00:00",Organic,1.749261611,47614.90,411.12,8753.84,5.76,38444.18,,,
Birmingham/Montgomery,Weekly,"2022-03-06 00:00:00",Conventional,1.322675847,293627.53,187389.66,26804.95,801.18,78631.74,,,
Birmingham/Montgomery,Weekly,"2022-03-06 00:00:00",Organic,1.777630505,9417.31,1907.85,830.80,0.00,6678.67,,,
Boise,Weekly,"2022-03-06 00:00:00",Conventional,1.610019699,98912.60,51483.32,14669.98,7787.78,24971.52,,,
Boise,Weekly,"2022-03-06 00:00:00",Organic,2.177553541,6138.24,43.90,3099.78,0.00,2994.57,,,
Boston,Weekly,"2022-03-06 00:00:00",Conventional,1.660556183,571680.69,131676.46,277167.17,1542.01,161295.06,,,
Boston,Weekly,"2022-03-06 00:00:00",Organic,1.933421309,26405.33,238.15,1993.58,0.00,24173.60,,,
Buffalo/Rochester,Weekly,"2022-03-06 00:00:00",Conventional,1.433665351,174471.72,27958.33,43009.22,602.74,102901.44,,,
Buffalo/Rochester,Weekly,"2022-03-06 00:00:00",Organic,1.705477809,6168.94,759.48,112.60,0.00,5296.86,,,
California,Weekly,"2022-03-06 00:00:00",Conventional,1.512860525,5335710.42,2664335.75,812147.56,486649.29,1372577.82,,,
California,Weekly,"2022-03-06 00:00:00",Organic,1.869700166,339468.71,140481.78,31078.27,0.00,167908.66,,,
Charlotte,Weekly,"2022-03-06 00:00:00",Conventional,1.403171755,344305.56,137787.70,55198.98,3394.08,147924.80,,,
Charlotte,Weekly,"2022-03-06 00:00:00",Organic,1.760266598,17341.26,3724.61,3665.62,27.72,9923.31,,,
Chicago,Weekly,"2022-03-06 00:00:00",Conventional,1.576901841,748160.40,209453.67,238843.59,108472.37,191390.77,,,
Chicago,Weekly,"2022-03-06 00:00:00",Organic,1.781214973,33435.45,6537.04,11106.66,0.00,15791.74,,,
Cincinnati/Dayton,Weekly,"2022-03-06 00:00:00",Conventional,1.242233831,313631.37,199223.26,74357.22,402.86,39648.03,,,
Cincinnati/Dayton,Weekly,"2022-03-06 00:00:00",Organic,2.113638240,14576.96,2007.15,9655.86,0.00,2913.95,,,
Columbus,Weekly,"2022-03-06 00:00:00",Conventional,1.219716572,266005.95,165508.79,57083.88,426.71,42986.57,,,
Columbus,Weekly,"2022-03-06 00:00:00",Organic,1.887704810,8791.80,1992.55,3147.25,0.00,3651.99,,,
"Dallas/Ft. Worth",Weekly,"2022-03-06 00:00:00",Conventional,1.076309098,1281207.49,582751.12,255317.97,10293.51,432844.89,,,
"Dallas/Ft. Worth",Weekly,"2022-03-06 00:00:00",Organic,1.659314909,40560.38,11131.25,971.24,0.00,28457.88,,,
Denver,Weekly,"2022-03-06 00:00:00",Conventional,1.328709114,852499.76,339858.99,259272.62,24549.88,228818.27,,,
Denver,Weekly,"2022-03-06 00:00:00",Organic,1.746215102,36892.14,26801.40,853.08,0.00,9237.67,,,
Detroit,Weekly,"2022-03-06 00:00:00",Conventional,1.310597079,450021.75,280152.77,55431.58,27055.67,87381.73,,,
Detroit,Weekly,"2022-03-06 00:00:00",Organic,1.686386149,19501.18,327.07,5850.62,0.00,13323.50,,,
"Grand Rapids",Weekly,"2022-03-06 00:00:00",Conventional,1.862313221,130411.72,33167.03,22098.94,27642.52,47503.22,,,
"Grand Rapids",Weekly,"2022-03-06 00:00:00",Organic,1.235134224,10536.73,7.68,642.68,0.00,9886.37,,,
"Great Lakes",Weekly,"2022-03-06 00:00:00",Conventional,1.371373411,3722454.55,1779045.79,879042.52,225535.34,838830.89,,,
"Great Lakes",Weekly,"2022-03-06 00:00:00",Organic,1.775045196,149967.16,19129.97,45387.89,0.00,85449.30,,,
Harrisburg/Scranton,Weekly,"2022-03-06 00:00:00",Conventional,1.448927870,324803.84,135171.98,61093.99,851.65,127686.22,,,
Harrisburg/Scranton,Weekly,"2022-03-06 00:00:00",Organic,1.697060040,12480.19,238.87,451.03,0.00,11790.29,,,
Hartford/Springfield,Weekly,"2022-03-06 00:00:00",Conventional,1.579246691,308675.68,45865.96,185013.95,2785.73,75010.04,,,
Hartford/Springfield,Weekly,"2022-03-06 00:00:00",Organic,2.133795873,13312.45,307.27,3990.01,0.00,9015.17,,,
Houston,Weekly,"2022-03-06 00:00:00",Conventional,1.043314328,885085.07,563025.19,129703.61,7758.20,184598.08,,,
Houston,Weekly,"2022-03-06 00:00:00",Organic,1.581300595,23588.08,8244.85,344.63,0.00,14998.59,,,
Indianapolis,Weekly,"2022-03-06 00:00:00",Conventional,1.212184089,258476.34,155213.84,51364.20,1038.25,50860.04,,,
Indianapolis,Weekly,"2022-03-06 00:00:00",Organic,2.003462343,7070.51,162.13,3890.69,0.00,3017.70,,,
Jacksonville,Weekly,"2022-03-06 00:00:00",Conventional,1.564005361,165231.74,114764.91,5753.35,734.48,43966.23,,,
Jacksonville,Weekly,"2022-03-06 00:00:00",Organic,1.305565513,24570.42,4463.77,261.99,0.00,19844.66,,,
"Las Vegas",Weekly,"2022-03-06 00:00:00",Conventional,1.347074505,407871.68,250692.20,48935.42,1183.34,107060.71,,,
"Las Vegas",Weekly,"2022-03-06 00:00:00",Organic,1.641256352,13479.37,5210.36,2326.27,0.00,5942.74,,,
"Los Angeles",Weekly,"2022-03-06 00:00:00",Conventional,1.416855286,2724416.64,1561970.09,80992.63,348133.85,733320.07,,,
"Los Angeles",Weekly,"2022-03-06 00:00:00",Organic,1.753613822,138846.95,74078.75,6913.43,0.00,57854.77,,,
Louisville,Weekly,"2022-03-06 00:00:00",Conventional,1.133638818,130104.39,73285.80,23364.92,280.15,33173.52,,,
Louisville,Weekly,"2022-03-06 00:00:00",Organic,2.057290489,4627.36,1470.43,1916.93,0.00,1240.01,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-06 00:00:00",Conventional,1.579530120,731441.81,509438.69,31392.16,2332.43,188278.52,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-06 00:00:00",Organic,1.242336781,119404.22,25471.33,2163.05,0.00,91769.84,,,
Midsouth,Weekly,"2022-03-06 00:00:00",Conventional,1.330484002,3758038.16,1788128.99,605846.31,15453.72,1348609.14,,,
Midsouth,Weekly,"2022-03-06 00:00:00",Organic,1.766839818,196468.79,22940.79,39607.37,126.61,133794.02,,,
Nashville,Weekly,"2022-03-06 00:00:00",Conventional,1.211811723,286363.14,179384.46,26997.78,436.83,79544.08,,,
Nashville,Weekly,"2022-03-06 00:00:00",Organic,1.956346535,13039.00,3502.13,2592.92,0.00,6943.96,,,
"New Orleans/Mobile",Weekly,"2022-03-06 00:00:00",Conventional,1.241246644,279959.79,134272.12,27454.47,747.00,117486.21,,,
"New Orleans/Mobile",Weekly,"2022-03-06 00:00:00",Organic,1.232999697,10874.71,808.85,18.58,0.00,10047.28,,,
"New York",Weekly,"2022-03-06 00:00:00",Conventional,1.625706778,1595198.71,461426.45,632898.62,5533.09,495340.56,,,
"New York",Weekly,"2022-03-06 00:00:00",Organic,1.815526195,92114.96,5606.48,8699.77,7.77,77800.94,,,
Northeast,Weekly,"2022-03-06 00:00:00",Conventional,1.549585895,4726036.47,1505170.08,1733573.14,15863.90,1471429.35,,,
Northeast,Weekly,"2022-03-06 00:00:00",Organic,1.845803964,220930.49,13035.54,21094.15,10.95,186789.85,,,
"Northern New England",Weekly,"2022-03-06 00:00:00",Conventional,1.390358177,448155.54,206018.91,156772.47,405.80,84958.35,,,
"Northern New England",Weekly,"2022-03-06 00:00:00",Organic,1.956706292,14869.53,1447.01,476.23,0.00,12946.29,,,
Orlando,Weekly,"2022-03-06 00:00:00",Conventional,1.523425069,400222.44,285158.70,7338.76,1859.96,105865.03,,,
Orlando,Weekly,"2022-03-06 00:00:00",Organic,1.146782895,88818.69,13535.71,124.64,0.00,75158.33,,,
Peoria/Springfield,Weekly,"2022-03-06 00:00:00",Conventional,1.226261757,116855.21,64395.79,15496.33,307.23,36655.85,,,
Peoria/Springfield,Weekly,"2022-03-06 00:00:00",Organic,1.717320404,3976.27,9.01,1056.53,0.00,2910.73,,,
Philadelphia,Weekly,"2022-03-06 00:00:00",Conventional,1.541557620,529619.01,218203.66,106199.21,1833.39,203382.75,,,
Philadelphia,Weekly,"2022-03-06 00:00:00",Organic,1.871345602,23724.47,1147.01,3142.73,0.00,19434.73,,,
Phoenix/Tucson,Weekly,"2022-03-06 00:00:00",Conventional,1.322401187,1206780.83,716837.33,286220.69,21086.38,182636.42,,,
Phoenix/Tucson,Weekly,"2022-03-06 00:00:00",Organic,1.667200355,28150.92,8412.71,4193.22,0.00,15544.99,,,
Pittsburgh,Weekly,"2022-03-06 00:00:00",Conventional,1.661820185,104904.66,65210.34,8181.71,491.82,31020.79,,,
Pittsburgh,Weekly,"2022-03-06 00:00:00",Organic,1.568378385,6939.62,1280.24,2.73,0.00,5656.65,,,
Plains,Weekly,"2022-03-06 00:00:00",Conventional,1.355145022,1806531.49,896000.65,322727.77,21528.04,565824.88,,,
Plains,Weekly,"2022-03-06 00:00:00",Organic,1.728958690,53676.40,13376.82,3494.98,0.00,36804.59,,,
Portland,Weekly,"2022-03-06 00:00:00",Conventional,1.419014407,584692.26,290865.57,140055.54,31973.26,121797.88,,,
Portland,Weekly,"2022-03-06 00:00:00",Organic,2.447248024,30093.85,7448.41,17814.91,0.00,4830.53,,,
Providence,Weekly,"2022-03-06 00:00:00",Conventional,1.744415274,80700.95,18198.78,43954.94,174.14,18373.09,,,
Providence,Weekly,"2022-03-06 00:00:00",Organic,1.991565698,3353.13,19.24,13.74,0.00,3320.15,,,
Raleigh/Greensboro,Weekly,"2022-03-06 00:00:00",Conventional,1.357034922,408239.36,154184.69,68634.29,3120.54,182299.84,,,
Raleigh/Greensboro,Weekly,"2022-03-06 00:00:00",Organic,1.679554326,22441.67,3504.74,4122.40,48.23,14766.30,,,
Richmond/Norfolk,Weekly,"2022-03-06 00:00:00",Conventional,1.258537051,326664.76,180491.32,51663.46,1160.47,93349.52,,,
Richmond/Norfolk,Weekly,"2022-03-06 00:00:00",Organic,1.652612986,16061.42,505.34,2687.73,0.00,12868.35,,,
Roanoke,Weekly,"2022-03-06 00:00:00",Conventional,1.176648825,190883.23,117823.77,25280.47,228.65,47550.34,,,
Roanoke,Weekly,"2022-03-06 00:00:00",Organic,1.853971752,7058.76,1358.51,1699.39,0.00,4000.86,,,
Sacramento,Weekly,"2022-03-06 00:00:00",Conventional,1.764301386,395234.29,119331.56,171342.12,5415.32,99145.29,,,
Sacramento,Weekly,"2022-03-06 00:00:00",Organic,1.755094048,30134.47,6425.22,4861.73,0.00,18847.53,,,
"San Diego",Weekly,"2022-03-06 00:00:00",Conventional,1.376473331,519843.36,282229.78,24462.06,59736.03,153415.49,,,
"San Diego",Weekly,"2022-03-06 00:00:00",Organic,2.014807016,24804.86,14716.49,1488.53,0.00,8599.84,,,
"San Francisco",Weekly,"2022-03-06 00:00:00",Conventional,1.754007895,619362.82,207029.11,274166.38,9328.52,128838.80,,,
"San Francisco",Weekly,"2022-03-06 00:00:00",Organic,2.054077727,72729.71,21073.90,8660.11,0.00,42995.71,,,
Seattle,Weekly,"2022-03-06 00:00:00",Conventional,1.707691409,508614.78,235080.93,171093.03,2821.02,99619.81,,,
Seattle,Weekly,"2022-03-06 00:00:00",Organic,2.604949548,48706.60,8651.92,32141.64,6.80,7906.24,,,
"South Carolina",Weekly,"2022-03-06 00:00:00",Conventional,1.348692312,493906.40,267572.51,71177.69,1631.55,153524.66,,,
"South Carolina",Weekly,"2022-03-06 00:00:00",Organic,1.618151577,32921.17,4716.51,4735.56,40.52,23428.58,,,
"South Central",Weekly,"2022-03-06 00:00:00",Conventional,1.132325237,4741422.26,2470663.41,693944.72,42822.98,1532206.74,,,
"South Central",Weekly,"2022-03-06 00:00:00",Organic,1.550274506,154717.53,26471.65,5519.18,0.00,122726.70,,,
Southeast,Weekly,"2022-03-06 00:00:00",Conventional,1.409917968,4418430.04,2946755.57,373295.32,12101.62,1086264.41,,,
Southeast,Weekly,"2022-03-06 00:00:00",Organic,1.284869070,504900.70,87939.71,24542.79,46.11,392372.09,,,
Spokane,Weekly,"2022-03-06 00:00:00",Conventional,1.505964262,69528.96,33588.82,19370.08,144.05,16426.01,,,
Spokane,Weekly,"2022-03-06 00:00:00",Organic,2.416801362,4807.38,1000.58,2468.84,0.00,1337.96,,,
"St. Louis",Weekly,"2022-03-06 00:00:00",Conventional,1.191147795,200775.19,114985.84,15500.97,764.50,69523.87,,,
"St. Louis",Weekly,"2022-03-06 00:00:00",Organic,1.727303146,8794.15,973.63,2389.66,0.00,5430.86,,,
Syracuse,Weekly,"2022-03-06 00:00:00",Conventional,1.363982671,81206.24,19260.99,25869.44,216.19,35859.62,,,
Syracuse,Weekly,"2022-03-06 00:00:00",Organic,1.685662571,3001.00,236.55,299.81,0.00,2464.64,,,
Tampa,Weekly,"2022-03-06 00:00:00",Conventional,1.450676679,448894.37,341797.27,12419.60,1459.57,93217.94,,,
Tampa,Weekly,"2022-03-06 00:00:00",Organic,1.123047726,81820.80,10994.36,78.75,0.00,70747.69,,,
Toledo,Weekly,"2022-03-06 00:00:00",Conventional,1.230589082,132752.62,80379.54,22404.84,3918.28,26049.96,,,
Toledo,Weekly,"2022-03-06 00:00:00",Organic,1.833572510,4227.51,444.83,2030.03,0.00,1752.65,,,
"Total U.S.",Weekly,"2022-03-06 00:00:00",Conventional,1.387621290,34775506.47,17234129.73,6911015.06,957890.57,9669761.89,,,
"Total U.S.",Weekly,"2022-03-06 00:00:00",Organic,1.680983073,1906727.93,418353.98,254996.35,190.59,1233187.00,,,
West,Weekly,"2022-03-06 00:00:00",Conventional,1.389557607,6266883.09,3184029.47,1490437.72,137935.68,1454018.66,,,
West,Weekly,"2022-03-06 00:00:00",Organic,1.981731967,286598.15,94977.73,84271.72,6.93,107341.78,,,
"West Tex/New Mexico",Weekly,"2022-03-06 00:00:00",Conventional,1.224600607,865979.57,395537.91,136206.10,8059.93,324349.26,,,
"West Tex/New Mexico",Weekly,"2022-03-06 00:00:00",Organic,1.223196562,41846.16,5731.40,1356.52,0.00,34758.23,,,
Wichita,Weekly,"2022-03-06 00:00:00",Conventional,1.091946319,109640.06,72232.34,8939.10,236.37,28145.86,,,
Wichita,Weekly,"2022-03-06 00:00:00",Organic,1.698467067,2929.66,1648.02,4.32,0.00,1277.33,,,
Albany,Weekly,"2022-03-13 00:00:00",Conventional,1.200303821,127363.37,45635.39,60092.66,544.74,21090.58,,,
Albany,Weekly,"2022-03-13 00:00:00",Organic,1.695323577,3800.42,187.82,192.76,4.06,3415.77,,,
Atlanta,Weekly,"2022-03-13 00:00:00",Conventional,1.249903828,778552.51,512409.26,132128.55,1240.85,132773.84,,,
Atlanta,Weekly,"2022-03-13 00:00:00",Organic,1.996563934,28494.93,3830.85,14346.16,0.00,10317.93,,,
Baltimore/Washington,Weekly,"2022-03-13 00:00:00",Conventional,1.403888129,995287.94,338500.96,258713.49,3855.79,394217.70,,,
Baltimore/Washington,Weekly,"2022-03-13 00:00:00",Organic,1.888323433,52610.60,455.45,9064.50,8.06,43082.59,,,
Birmingham/Montgomery,Weekly,"2022-03-13 00:00:00",Conventional,1.318713881,309735.27,197255.02,29409.51,870.27,82200.47,,,
Birmingham/Montgomery,Weekly,"2022-03-13 00:00:00",Organic,1.786680041,12060.79,797.40,886.01,0.00,10377.37,,,
Boise,Weekly,"2022-03-13 00:00:00",Conventional,1.613519011,92050.82,50172.84,11251.79,4985.66,25640.53,,,
Boise,Weekly,"2022-03-13 00:00:00",Organic,2.550474506,5217.17,104.41,3639.00,0.00,1473.75,,,
Boston,Weekly,"2022-03-13 00:00:00",Conventional,1.709019227,573772.00,141225.82,288072.33,1611.40,142862.45,,,
Boston,Weekly,"2022-03-13 00:00:00",Organic,1.828668340,34848.94,291.34,1864.09,0.00,32693.50,,,
Buffalo/Rochester,Weekly,"2022-03-13 00:00:00",Conventional,1.440667307,179695.89,32277.45,39777.78,613.62,107027.04,,,
Buffalo/Rochester,Weekly,"2022-03-13 00:00:00",Organic,1.625028718,11858.73,499.59,86.41,0.00,11272.72,,,
California,Weekly,"2022-03-13 00:00:00",Conventional,1.489680435,6054939.47,3697048.18,617735.58,465867.85,1274286.74,,,
California,Weekly,"2022-03-13 00:00:00",Organic,1.962401247,312248.90,140008.73,26304.24,1.42,145934.51,,,
Charlotte,Weekly,"2022-03-13 00:00:00",Conventional,1.492273231,312188.60,128165.02,56968.20,2942.52,124112.86,,,
Charlotte,Weekly,"2022-03-13 00:00:00",Organic,1.766688454,21258.50,134.85,3982.72,44.18,17096.75,,,
Chicago,Weekly,"2022-03-13 00:00:00",Conventional,1.570817119,756605.11,236439.22,213392.68,98841.72,207931.49,,,
Chicago,Weekly,"2022-03-13 00:00:00",Organic,1.875493014,45653.36,10031.04,15084.08,0.00,20538.25,,,
Cincinnati/Dayton,Weekly,"2022-03-13 00:00:00",Conventional,1.192325636,343718.21,227623.87,74373.79,390.03,41330.51,,,
Cincinnati/Dayton,Weekly,"2022-03-13 00:00:00",Organic,2.147168040,13863.46,2667.19,8211.70,0.00,2984.57,,,
Columbus,Weekly,"2022-03-13 00:00:00",Conventional,1.180408406,282136.46,188982.76,48269.60,476.61,44407.49,,,
Columbus,Weekly,"2022-03-13 00:00:00",Organic,1.978112051,9153.62,3234.16,2445.94,0.00,3473.52,,,
"Dallas/Ft. Worth",Weekly,"2022-03-13 00:00:00",Conventional,1.128818467,1311860.85,698518.86,198262.67,9915.16,405164.16,,,
"Dallas/Ft. Worth",Weekly,"2022-03-13 00:00:00",Organic,1.677787757,39823.08,10793.89,1000.35,0.00,28028.85,,,
Denver,Weekly,"2022-03-13 00:00:00",Conventional,1.492548519,826924.16,314736.37,192122.74,97923.32,222141.72,,,
Denver,Weekly,"2022-03-13 00:00:00",Organic,1.877660713,29918.66,21899.07,874.19,0.00,7145.40,,,
Detroit,Weekly,"2022-03-13 00:00:00",Conventional,1.233979261,479805.70,339204.90,34311.65,27867.07,78422.08,,,
Detroit,Weekly,"2022-03-13 00:00:00",Organic,1.620732994,23862.78,372.24,6573.92,0.00,16916.62,,,
"Grand Rapids",Weekly,"2022-03-13 00:00:00",Conventional,1.773047745,128208.50,37363.85,21027.03,26127.69,43689.93,,,
"Grand Rapids",Weekly,"2022-03-13 00:00:00",Organic,1.519676536,11457.62,3.78,1157.50,0.00,10296.34,,,
"Great Lakes",Weekly,"2022-03-13 00:00:00",Conventional,1.314810637,3932548.17,2018023.20,836988.05,212750.67,864786.25,,,
"Great Lakes",Weekly,"2022-03-13 00:00:00",Organic,1.826940349,183367.86,27780.27,48450.78,0.00,107136.80,,,
Harrisburg/Scranton,Weekly,"2022-03-13 00:00:00",Conventional,1.445537925,346376.39,153929.79,63456.43,728.85,128261.32,,,
Harrisburg/Scranton,Weekly,"2022-03-13 00:00:00",Organic,1.723961701,16939.68,346.21,462.30,0.00,16131.17,,,
Hartford/Springfield,Weekly,"2022-03-13 00:00:00",Conventional,1.610654052,313553.55,46402.19,200076.65,2478.94,64595.77,,,
Hartford/Springfield,Weekly,"2022-03-13 00:00:00",Organic,1.925991908,16999.95,705.65,2962.92,0.00,13331.38,,,
Houston,Weekly,"2022-03-13 00:00:00",Conventional,1.117380098,853700.67,518370.28,138812.69,7238.04,189279.66,,,
Houston,Weekly,"2022-03-13 00:00:00",Organic,1.576094430,17793.77,6131.03,308.17,0.00,11354.57,,,
Indianapolis,Weekly,"2022-03-13 00:00:00",Conventional,1.130332751,278540.41,178036.80,43427.62,1135.69,55940.30,,,
Indianapolis,Weekly,"2022-03-13 00:00:00",Organic,1.932144635,9269.65,153.60,4229.74,0.00,4886.31,,,
Jacksonville,Weekly,"2022-03-13 00:00:00",Conventional,1.596250730,159490.80,109481.01,7678.17,708.67,41608.22,,,
Jacksonville,Weekly,"2022-03-13 00:00:00",Organic,1.294766578,28705.16,647.38,294.92,0.00,27762.85,,,
"Las Vegas",Weekly,"2022-03-13 00:00:00",Conventional,1.240849911,383278.70,219101.29,52954.38,791.33,110431.71,,,
"Las Vegas",Weekly,"2022-03-13 00:00:00",Organic,1.855772345,12252.82,5716.27,2232.73,0.00,4303.82,,,
"Los Angeles",Weekly,"2022-03-13 00:00:00",Conventional,1.392529869,2916604.66,1811763.21,81304.81,333728.89,689807.75,,,
"Los Angeles",Weekly,"2022-03-13 00:00:00",Organic,1.837601244,124363.07,68658.30,6607.36,0.00,49097.41,,,
Louisville,Weekly,"2022-03-13 00:00:00",Conventional,1.105952692,152404.72,82149.36,35477.11,241.89,34536.36,,,
Louisville,Weekly,"2022-03-13 00:00:00",Organic,1.997520284,5202.31,384.10,3433.39,0.00,1384.82,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-13 00:00:00",Conventional,1.630687181,734002.42,528424.21,30152.44,2200.86,173224.90,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-13 00:00:00",Organic,1.177228199,143479.71,23771.86,816.91,0.00,118890.94,,,
Midsouth,Weekly,"2022-03-13 00:00:00",Conventional,1.311958912,4024629.58,1927898.13,761084.58,14778.68,1320868.19,,,
Midsouth,Weekly,"2022-03-13 00:00:00",Organic,1.792028778,230911.08,7544.67,49360.85,198.94,173806.62,,,
Nashville,Weekly,"2022-03-13 00:00:00",Conventional,1.200809732,303376.60,177882.21,34793.55,490.20,90210.64,,,
Nashville,Weekly,"2022-03-13 00:00:00",Organic,1.914403649,15511.55,797.02,6436.66,0.00,8277.87,,,
"New Orleans/Mobile",Weekly,"2022-03-13 00:00:00",Conventional,1.214908248,311119.83,153121.50,21592.78,817.07,135588.49,,,
"New Orleans/Mobile",Weekly,"2022-03-13 00:00:00",Organic,1.258707831,15953.36,657.22,34.88,0.00,15261.27,,,
"New York",Weekly,"2022-03-13 00:00:00",Conventional,1.666097786,1632711.13,455481.45,682132.41,6016.63,489080.63,,,
"New York",Weekly,"2022-03-13 00:00:00",Organic,1.900268366,102114.55,8867.50,10055.70,0.00,83191.34,,,
Northeast,Weekly,"2022-03-13 00:00:00",Conventional,1.575914253,4852453.93,1536790.63,1849124.91,16109.07,1450429.32,,,
Northeast,Weekly,"2022-03-13 00:00:00",Organic,1.854277473,268648.69,17791.02,20612.04,9.49,230236.14,,,
"Northern New England",Weekly,"2022-03-13 00:00:00",Conventional,1.424689866,457579.63,215747.19,158544.85,419.20,82868.39,,,
"Northern New England",Weekly,"2022-03-13 00:00:00",Organic,1.929478291,18019.30,1808.59,296.79,1.34,15912.58,,,
Orlando,Weekly,"2022-03-13 00:00:00",Conventional,1.540554947,408294.90,274472.11,7425.78,1814.70,124582.31,,,
Orlando,Weekly,"2022-03-13 00:00:00",Organic,1.162160656,89280.99,14146.89,90.30,0.00,75043.81,,,
Peoria/Springfield,Weekly,"2022-03-13 00:00:00",Conventional,1.137256286,130541.74,77335.43,15090.69,247.49,37868.14,,,
Peoria/Springfield,Weekly,"2022-03-13 00:00:00",Organic,1.817667188,3791.05,3.47,1153.89,0.00,2633.69,,,
Philadelphia,Weekly,"2022-03-13 00:00:00",Conventional,1.535460719,534980.88,197961.54,133491.82,1899.96,201627.56,,,
Philadelphia,Weekly,"2022-03-13 00:00:00",Organic,1.908728789,27037.64,1285.43,3515.14,0.00,22237.07,,,
Phoenix/Tucson,Weekly,"2022-03-13 00:00:00",Conventional,1.182145171,1185693.42,763068.27,230100.03,18790.85,173734.27,,,
Phoenix/Tucson,Weekly,"2022-03-13 00:00:00",Organic,1.765306221,25020.01,8887.31,4388.85,0.00,11743.86,,,
Pittsburgh,Weekly,"2022-03-13 00:00:00",Conventional,1.671190800,122257.20,64715.46,11684.05,443.66,45414.03,,,
Pittsburgh,Weekly,"2022-03-13 00:00:00",Organic,1.770899921,9215.12,1764.53,0.00,0.00,7450.60,,,
Plains,Weekly,"2022-03-13 00:00:00",Conventional,1.401854531,1734863.35,856409.43,306548.55,19161.46,551313.65,,,
Plains,Weekly,"2022-03-13 00:00:00",Organic,1.766909281,58539.88,14620.20,4702.79,0.00,39216.88,,,
Portland,Weekly,"2022-03-13 00:00:00",Conventional,1.492160788,525151.56,259364.86,116629.40,33056.79,116100.51,,,
Portland,Weekly,"2022-03-13 00:00:00",Organic,2.771609542,33827.95,8008.86,22232.03,0.00,3587.06,,,
Providence,Weekly,"2022-03-13 00:00:00",Conventional,1.807454258,80964.12,18313.29,46713.42,183.34,15754.07,,,
Providence,Weekly,"2022-03-13 00:00:00",Organic,1.866554131,4604.63,28.92,9.64,0.00,4566.07,,,
Raleigh/Greensboro,Weekly,"2022-03-13 00:00:00",Conventional,1.431868851,389667.03,162210.55,71938.27,3117.04,152401.17,,,
Raleigh/Greensboro,Weekly,"2022-03-13 00:00:00",Organic,1.684367319,32782.89,948.57,4447.36,99.68,27287.28,,,
