Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"San Francisco",Weekly,"2022-08-14 00:00:00",Organic,2.269037781,52881.70,14197.79,6468.55,0.00,32215.36,,,
Seattle,Weekly,"2022-08-14 00:00:00",Conventional,1.743154436,514181.23,241247.37,159923.32,34815.44,78195.10,,,
Seattle,Weekly,"2022-08-14 00:00:00",Organic,2.319951564,57908.14,5966.44,45395.11,3.38,6543.21,,,
"South Carolina",Weekly,"2022-08-14 00:00:00",Conventional,1.290452681,453290.15,212035.88,46114.61,21478.06,173661.59,,,
"South Carolina",Weekly,"2022-08-14 00:00:00",Organic,1.862527587,25462.75,1000.76,4351.70,56.53,20053.76,,,
"South Central",Weekly,"2022-08-14 00:00:00",Conventional,1.024403796,5162517.47,2540509.18,736328.74,119480.18,1764776.69,,,
"South Central",Weekly,"2022-08-14 00:00:00",Organic,1.746481826,115324.42,38419.52,5926.32,0.00,70978.58,,,
Southeast,Weekly,"2022-08-14 00:00:00",Conventional,1.206290448,4394442.82,2635604.14,152430.73,168784.53,1437617.14,,,
Southeast,Weekly,"2022-08-14 00:00:00",Organic,1.412304602,351336.69,32533.22,25397.01,61.18,293345.28,,,
Spokane,Weekly,"2022-08-14 00:00:00",Conventional,1.498996459,79685.76,45197.99,21894.04,123.44,12470.28,,,
Spokane,Weekly,"2022-08-14 00:00:00",Organic,2.410894363,4301.05,902.56,2644.85,0.00,753.64,,,
"St. Louis",Weekly,"2022-08-14 00:00:00",Conventional,1.164078563,213846.47,123158.83,12895.49,7.35,77784.81,,,
"St. Louis",Weekly,"2022-08-14 00:00:00",Organic,2.329996556,5324.44,982.58,2647.81,0.00,1694.04,,,
Syracuse,Weekly,"2022-08-14 00:00:00",Conventional,1.272872990,83232.46,13579.03,38760.62,275.74,30617.07,,,
Syracuse,Weekly,"2022-08-14 00:00:00",Organic,1.741015127,4464.34,245.27,76.25,0.00,4142.82,,,
Tampa,Weekly,"2022-08-14 00:00:00",Conventional,1.182423938,471175.68,321362.74,6722.18,608.26,142479.53,,,
Tampa,Weekly,"2022-08-14 00:00:00",Organic,1.183089960,66624.12,2263.63,81.09,0.00,64279.41,,,
Toledo,Weekly,"2022-08-14 00:00:00",Conventional,1.242169782,119424.19,59672.27,11444.56,23838.84,24468.52,,,
Toledo,Weekly,"2022-08-14 00:00:00",Organic,1.850631525,3157.07,17.97,2389.45,0.00,749.66,,,
"Total U.S.",Weekly,"2022-08-14 00:00:00",Conventional,1.258460358,36182023.64,16275277.99,7520251.22,2125556.79,10259264.56,,,
"Total U.S.",Weekly,"2022-08-14 00:00:00",Organic,1.800440523,1642567.02,337307.96,282304.34,10144.00,1012810.72,,,
West,Weekly,"2022-08-14 00:00:00",Conventional,1.250409925,6440364.33,3198835.64,1314363.39,497908.24,1429033.28,,,
West,Weekly,"2022-08-14 00:00:00",Organic,2.187738918,256825.62,85431.29,113062.74,3.44,58328.15,,,
"West Tex/New Mexico",Weekly,"2022-08-14 00:00:00",Conventional,0.987290719,907485.53,397167.06,107282.98,23184.79,378731.82,,,
"West Tex/New Mexico",Weekly,"2022-08-14 00:00:00",Organic,1.446732865,16874.90,2697.18,1003.09,0.00,13174.63,,,
Wichita,Weekly,"2022-08-14 00:00:00",Conventional,1.122175647,97975.06,57157.21,14634.88,21.44,26161.53,,,
Wichita,Weekly,"2022-08-14 00:00:00",Organic,1.954146940,2567.30,1678.43,13.83,0.00,875.04,,,
Albany,Weekly,"2022-08-21 00:00:00",Conventional,1.271476861,99715.40,14505.76,66578.53,17.80,18613.31,,,
Albany,Weekly,"2022-08-21 00:00:00",Organic,2.134731881,2867.81,214.05,349.57,0.00,2304.19,,,
Atlanta,Weekly,"2022-08-21 00:00:00",Conventional,1.198739378,653110.46,369038.94,18409.51,75243.96,190418.04,,,
Atlanta,Weekly,"2022-08-21 00:00:00",Organic,1.971962547,23420.50,536.47,14202.84,0.00,8681.19,,,
Baltimore/Washington,Weekly,"2022-08-21 00:00:00",Conventional,1.494594233,830670.67,205295.97,272599.74,15664.50,337110.46,,,
Baltimore/Washington,Weekly,"2022-08-21 00:00:00",Organic,1.948101232,53022.65,457.77,4606.81,3617.40,44340.67,,,
Birmingham/Montgomery,Weekly,"2022-08-21 00:00:00",Conventional,1.141855756,262336.45,148405.62,23314.07,5112.00,85504.76,,,
Birmingham/Montgomery,Weekly,"2022-08-21 00:00:00",Organic,1.666827925,10551.86,82.46,920.90,0.00,9548.50,,,
Boise,Weekly,"2022-08-21 00:00:00",Conventional,1.222601548,124192.63,80705.49,20420.13,104.26,22962.75,,,
Boise,Weekly,"2022-08-21 00:00:00",Organic,2.806936257,4570.81,74.39,3982.97,0.00,513.45,,,
Boston,Weekly,"2022-08-21 00:00:00",Conventional,1.483630012,498603.97,34685.73,331861.82,52.23,132004.18,,,
Boston,Weekly,"2022-08-21 00:00:00",Organic,1.873273271,32283.16,239.52,1546.97,0.00,30496.67,,,
Buffalo/Rochester,Weekly,"2022-08-21 00:00:00",Conventional,1.253099423,174180.80,24333.96,47503.87,1194.59,101148.38,,,
Buffalo/Rochester,Weekly,"2022-08-21 00:00:00",Organic,1.756638700,13655.16,598.30,81.74,0.00,12975.12,,,
California,Weekly,"2022-08-21 00:00:00",Conventional,1.463589593,5688244.51,3063429.42,746145.09,650219.15,1228450.85,,,
California,Weekly,"2022-08-21 00:00:00",Organic,2.103403848,247702.71,92416.36,23675.37,0.00,131610.99,,,
Charlotte,Weekly,"2022-08-21 00:00:00",Conventional,1.364879022,306400.44,106103.22,69018.42,2360.61,128918.19,,,
Charlotte,Weekly,"2022-08-21 00:00:00",Organic,1.983712671,17841.82,388.48,2666.98,26.48,14759.87,,,
Chicago,Weekly,"2022-08-21 00:00:00",Conventional,1.543878461,956216.94,318523.19,386276.77,45939.01,205477.97,,,
Chicago,Weekly,"2022-08-21 00:00:00",Organic,1.750062064,34691.17,5956.13,11159.61,0.00,17575.43,,,
Cincinnati/Dayton,Weekly,"2022-08-21 00:00:00",Conventional,1.329112790,255323.88,106693.31,28860.60,85700.06,34069.91,,,
Cincinnati/Dayton,Weekly,"2022-08-21 00:00:00",Organic,1.869129216,11585.26,53.44,8933.55,0.00,2598.27,,,
Columbus,Weekly,"2022-08-21 00:00:00",Conventional,1.232100086,224289.38,93808.30,33944.49,57498.62,39037.96,,,
Columbus,Weekly,"2022-08-21 00:00:00",Organic,1.836457602,5236.05,660.72,1877.72,0.00,2697.61,,,
"Dallas/Ft. Worth",Weekly,"2022-08-21 00:00:00",Conventional,1.043409589,1315261.05,601836.12,306802.11,18518.85,387906.31,,,
"Dallas/Ft. Worth",Weekly,"2022-08-21 00:00:00",Organic,1.699086048,29772.15,12347.18,933.80,0.00,16491.17,,,
Denver,Weekly,"2022-08-21 00:00:00",Conventional,1.263543414,857800.90,419950.26,158567.68,76127.42,203155.55,,,
Denver,Weekly,"2022-08-21 00:00:00",Organic,2.020523534,32696.74,25677.14,866.73,0.00,6152.87,,,
Detroit,Weekly,"2022-08-21 00:00:00",Conventional,1.085198517,425322.97,148771.85,128004.27,44778.97,103767.88,,,
Detroit,Weekly,"2022-08-21 00:00:00",Organic,1.717057543,13057.49,172.98,5232.90,0.00,7651.60,,,
"Grand Rapids",Weekly,"2022-08-21 00:00:00",Conventional,1.136770407,172574.36,37375.88,39215.57,42260.71,53722.20,,,
"Grand Rapids",Weekly,"2022-08-21 00:00:00",Organic,1.662712839,6219.68,4.78,667.56,0.00,5547.34,,,
"Great Lakes",Weekly,"2022-08-21 00:00:00",Conventional,1.243287751,3886146.43,1397077.44,1082088.66,514198.03,892782.30,,,
"Great Lakes",Weekly,"2022-08-21 00:00:00",Organic,1.822481032,129288.78,16999.73,42021.67,0.00,70267.39,,,
Harrisburg/Scranton,Weekly,"2022-08-21 00:00:00",Conventional,1.156333009,353240.19,145500.66,95521.17,104.29,112114.08,,,
Harrisburg/Scranton,Weekly,"2022-08-21 00:00:00",Organic,1.732744111,11491.95,149.85,405.97,0.00,10936.13,,,
Hartford/Springfield,Weekly,"2022-08-21 00:00:00",Conventional,1.245160963,333379.19,18980.01,256969.27,542.94,56886.97,,,
Hartford/Springfield,Weekly,"2022-08-21 00:00:00",Organic,1.989095031,18481.24,387.19,4408.47,0.00,13685.58,,,
Houston,Weekly,"2022-08-21 00:00:00",Conventional,1.144494011,861468.97,450386.14,203447.75,19149.01,188486.07,,,
Houston,Weekly,"2022-08-21 00:00:00",Organic,1.809933671,14268.68,8849.18,194.96,0.00,5224.54,,,
Indianapolis,Weekly,"2022-08-21 00:00:00",Conventional,1.240912257,219657.05,93105.84,22242.97,58034.60,46273.64,,,
Indianapolis,Weekly,"2022-08-21 00:00:00",Organic,1.833502074,6965.75,242.48,3474.95,0.00,3248.32,,,
Jacksonville,Weekly,"2022-08-21 00:00:00",Conventional,1.190831644,173863.37,105478.15,6323.77,43.68,62017.77,,,
Jacksonville,Weekly,"2022-08-21 00:00:00",Organic,2.125384266,9329.39,73.08,186.08,0.00,9070.23,,,
"Las Vegas",Weekly,"2022-08-21 00:00:00",Conventional,1.181328463,359055.59,166246.86,90256.84,2364.09,100187.80,,,
"Las Vegas",Weekly,"2022-08-21 00:00:00",Organic,2.126548282,9994.41,5473.16,1634.15,0.00,2887.11,,,
"Los Angeles",Weekly,"2022-08-21 00:00:00",Conventional,1.383624604,2806429.47,1505747.16,127427.55,500127.07,673127.69,,,
"Los Angeles",Weekly,"2022-08-21 00:00:00",Organic,2.022261269,101122.24,45219.08,4279.27,0.00,51623.90,,,
Louisville,Weekly,"2022-08-21 00:00:00",Conventional,1.174476592,107524.80,45449.02,12067.90,23260.18,26747.70,,,
Louisville,Weekly,"2022-08-21 00:00:00",Organic,1.872613757,5494.43,2.84,4532.91,0.00,958.69,,,
"Miami/Ft. Lauderdale",Weekly,"2022-08-21 00:00:00",Conventional,1.167821622,768946.82,521564.84,20027.67,314.68,227026.53,,,
"Miami/Ft. Lauderdale",Weekly,"2022-08-21 00:00:00",Organic,1.285920838,89405.11,8370.06,492.64,0.00,80542.40,,,
Midsouth,Weekly,"2022-08-21 00:00:00",Conventional,1.301269905,3426124.46,1233043.70,778748.94,194414.69,1219917.13,,,
Midsouth,Weekly,"2022-08-21 00:00:00",Organic,1.838614634,210325.76,2178.71,47259.60,4345.53,156541.92,,,
Nashville,Weekly,"2022-08-21 00:00:00",Conventional,1.231298523,236646.89,105134.76,26603.35,25643.16,79265.62,,,
Nashville,Weekly,"2022-08-21 00:00:00",Organic,1.916236742,11812.86,26.85,6604.37,0.00,5181.65,,,
"New Orleans/Mobile",Weekly,"2022-08-21 00:00:00",Conventional,1.076874434,281431.31,151188.21,13161.16,55.66,117026.28,,,
"New Orleans/Mobile",Weekly,"2022-08-21 00:00:00",Organic,1.472133637,8358.88,134.19,22.60,0.00,8202.10,,,
"New York",Weekly,"2022-08-21 00:00:00",Conventional,1.265749947,1796745.51,125204.41,1149528.13,14984.04,507028.93,,,
"New York",Weekly,"2022-08-21 00:00:00",Organic,1.759630394,97033.59,13736.44,7392.28,2741.05,73163.82,,,
Northeast,Weekly,"2022-08-21 00:00:00",Conventional,1.270537631,4973997.70,730212.62,2827326.84,29296.19,1387162.04,,,
Northeast,Weekly,"2022-08-21 00:00:00",Organic,1.862834138,251635.95,22376.69,17809.02,5305.01,206145.23,,,
"Northern New England",Weekly,"2022-08-21 00:00:00",Conventional,1.346247622,399278.13,62743.84,270530.76,199.73,65803.79,,,
"Northern New England",Weekly,"2022-08-21 00:00:00",Organic,2.332334797,15747.59,2555.00,317.17,1.34,12874.09,,,
Orlando,Weekly,"2022-08-21 00:00:00",Conventional,1.155791414,429159.90,236732.14,22430.75,464.98,169529.15,,,
Orlando,Weekly,"2022-08-21 00:00:00",Organic,1.258530519,50737.40,2593.77,89.25,0.00,48054.38,,,
Peoria/Springfield,Weekly,"2022-08-21 00:00:00",Conventional,1.147131191,113591.35,44911.59,20622.94,16546.61,31510.22,,,
Peoria/Springfield,Weekly,"2022-08-21 00:00:00",Organic,1.770605360,3210.97,34.49,873.40,0.00,2303.08,,,
Philadelphia,Weekly,"2022-08-21 00:00:00",Conventional,1.200732153,571656.43,132909.80,242363.84,10191.09,186191.70,,,
Philadelphia,Weekly,"2022-08-21 00:00:00",Organic,1.945259419,22984.70,711.03,1601.34,2389.90,18282.42,,,
Phoenix/Tucson,Weekly,"2022-08-21 00:00:00",Conventional,1.070720392,1010091.50,583627.00,103929.81,162586.33,159948.37,,,
Phoenix/Tucson,Weekly,"2022-08-21 00:00:00",Organic,1.910486303,25620.88,14835.05,2922.38,0.00,7863.45,,,
Pittsburgh,Weekly,"2022-08-21 00:00:00",Conventional,1.000461343,148033.42,92461.74,14396.39,38.27,41137.01,,,
Pittsburgh,Weekly,"2022-08-21 00:00:00",Organic,1.815782920,7650.87,1816.66,0.00,0.00,5834.22,,,
Plains,Weekly,"2022-08-21 00:00:00",Conventional,1.217911616,1880854.72,913177.21,437319.94,3457.91,526899.67,,,
Plains,Weekly,"2022-08-21 00:00:00",Organic,1.741116125,45599.31,10052.61,4406.75,0.00,31139.95,,,
Portland,Weekly,"2022-08-21 00:00:00",Conventional,1.540628617,504946.57,291666.41,90680.61,29635.00,92964.55,,,
Portland,Weekly,"2022-08-21 00:00:00",Organic,2.315215818,32012.77,2281.62,26557.52,0.00,3173.63,,,
Providence,Weekly,"2022-08-21 00:00:00",Conventional,1.487712263,74156.84,4884.61,54433.95,30.45,14807.83,,,
Providence,Weekly,"2022-08-21 00:00:00",Organic,1.872631198,4413.57,0.00,17.19,0.00,4396.38,,,
Raleigh/Greensboro,Weekly,"2022-08-21 00:00:00",Conventional,1.282940408,379511.85,114394.86,97512.19,1699.61,165905.20,,,
Raleigh/Greensboro,Weekly,"2022-08-21 00:00:00",Organic,1.921892634,26123.30,585.68,3066.98,28.94,22441.71,,,
Richmond/Norfolk,Weekly,"2022-08-21 00:00:00",Conventional,1.209049430,270178.98,98331.72,54546.68,24433.41,92867.17,,,
Richmond/Norfolk,Weekly,"2022-08-21 00:00:00",Organic,1.577414875,20632.66,18.21,4226.52,3.23,16384.69,,,
Roanoke,Weekly,"2022-08-21 00:00:00",Conventional,1.155027181,166692.70,77683.21,22276.24,21162.40,45570.86,,,
Roanoke,Weekly,"2022-08-21 00:00:00",Organic,1.690422687,8684.57,0.00,3492.13,0.00,5192.44,,,
Sacramento,Weekly,"2022-08-21 00:00:00",Conventional,1.605670409,437195.17,189732.10,156459.77,3901.44,87101.86,,,
Sacramento,Weekly,"2022-08-21 00:00:00",Organic,2.124147873,18269.22,4525.29,3056.69,0.00,10687.24,,,
"San Diego",Weekly,"2022-08-21 00:00:00",Conventional,1.439251934,531364.14,285001.21,47211.33,69487.94,129663.67,,,
"San Diego",Weekly,"2022-08-21 00:00:00",Organic,2.194561142,18696.04,10697.19,939.56,0.00,7059.28,,,
"San Francisco",Weekly,"2022-08-21 00:00:00",Conventional,1.645591138,719937.01,431914.47,154110.56,5331.23,128580.75,,,
"San Francisco",Weekly,"2022-08-21 00:00:00",Organic,2.245811004,57673.24,14043.67,8958.73,0.00,34670.84,,,
Seattle,Weekly,"2022-08-21 00:00:00",Conventional,1.771604701,465566.05,207461.70,113154.80,40275.53,104674.01,,,
Seattle,Weekly,"2022-08-21 00:00:00",Organic,2.346160059,55982.27,6351.26,43088.20,0.00,6542.81,,,
"South Carolina",Weekly,"2022-08-21 00:00:00",Conventional,1.285424509,442730.78,207143.25,54072.24,17920.30,163594.99,,,
"South Carolina",Weekly,"2022-08-21 00:00:00",Organic,1.910923589,24174.79,894.38,4367.61,33.20,18879.60,,,
"South Central",Weekly,"2022-08-21 00:00:00",Conventional,1.042421235,4879951.16,2593339.63,703712.98,133978.73,1447862.27,,,
"South Central",Weekly,"2022-08-21 00:00:00",Organic,1.626408766,97082.94,27827.28,5032.92,0.00,64222.74,,,
Southeast,Weekly,"2022-08-21 00:00:00",Conventional,1.175436365,4269812.33,2523310.26,208037.30,139055.73,1399392.91,,,
Southeast,Weekly,"2022-08-21 00:00:00",Organic,1.403839434,346207.07,16417.51,26647.33,36.12,303106.11,,,
Spokane,Weekly,"2022-08-21 00:00:00",Conventional,1.501136155,68851.93,36145.62,16681.32,8.99,16015.99,,,
Spokane,Weekly,"2022-08-21 00:00:00",Organic,2.588867529,4387.01,482.62,3096.03,0.00,808.37,,,
"St. Louis",Weekly,"2022-08-21 00:00:00",Conventional,1.136330320,203165.11,117388.78,19363.00,23.71,66389.62,,,
"St. Louis",Weekly,"2022-08-21 00:00:00",Organic,2.380622285,5347.96,1151.87,2618.60,0.00,1577.49,,,
Syracuse,Weekly,"2022-08-21 00:00:00",Conventional,1.278110872,75685.69,11883.08,32016.39,262.46,31523.76,,,
Syracuse,Weekly,"2022-08-21 00:00:00",Organic,1.730631579,4369.01,182.67,50.45,0.00,4135.89,,,
Tampa,Weekly,"2022-08-21 00:00:00",Conventional,1.187682396,443357.41,291137.47,5937.85,499.38,145782.71,,,
Tampa,Weekly,"2022-08-21 00:00:00",Organic,1.135116651,64613.24,1671.86,75.72,0.00,62865.67,,,
Toledo,Weekly,"2022-08-21 00:00:00",Conventional,1.061583813,128519.65,45941.30,17269.19,29491.81,35817.35,,,
Toledo,Weekly,"2022-08-21 00:00:00",Organic,1.813357516,2355.50,19.24,1019.84,0.00,1316.42,,,
"Total U.S.",Weekly,"2022-08-21 00:00:00",Conventional,1.255138974,34967579.12,15560654.59,7929190.64,2066432.28,9409443.31,,,
"Total U.S.",Weekly,"2022-08-21 00:00:00",Organic,1.828447779,1576738.29,272020.19,276917.78,9687.76,1018112.56,,,
West,Weekly,"2022-08-21 00:00:00",Conventional,1.267563554,5962447.82,3107064.31,1145810.89,401811.86,1306976.15,,,
West,Weekly,"2022-08-21 00:00:00",Organic,2.199977173,248895.76,83751.30,110065.13,1.10,55078.23,,,
"West Tex/New Mexico",Weekly,"2022-08-21 00:00:00",Conventional,1.000381263,824059.47,388501.73,99382.66,20272.51,314445.43,,,
"West Tex/New Mexico",Weekly,"2022-08-21 00:00:00",Organic,1.421013159,18897.09,3043.01,803.15,0.00,15050.93,,,
Wichita,Weekly,"2022-08-21 00:00:00",Conventional,1.126995376,91572.53,54415.72,13880.34,8.48,23267.99,,,
Wichita,Weekly,"2022-08-21 00:00:00",Organic,1.821924030,2174.83,1343.41,15.96,0.00,815.46,,,
Albany,Weekly,"2022-08-28 00:00:00",Conventional,1.112095956,118127.07,15879.97,83776.22,30.93,18439.95,,,
Albany,Weekly,"2022-08-28 00:00:00",Organic,2.086473346,3177.91,187.08,480.13,2.03,2508.68,,,
Atlanta,Weekly,"2022-08-28 00:00:00",Conventional,1.142228122,659216.30,413505.43,27518.96,38257.61,179934.31,,,
Atlanta,Weekly,"2022-08-28 00:00:00",Organic,1.951115628,24045.58,290.00,15732.55,0.00,8023.03,,,
Baltimore/Washington,Weekly,"2022-08-28 00:00:00",Conventional,1.396836363,898907.68,274716.58,276876.47,17755.95,329558.68,,,
Baltimore/Washington,Weekly,"2022-08-28 00:00:00",Organic,1.950066385,56629.82,473.81,3955.66,5168.23,47032.12,,,
Birmingham/Montgomery,Weekly,"2022-08-28 00:00:00",Conventional,1.067696848,298118.56,164865.45,29776.49,2471.68,101004.95,,,
Birmingham/Montgomery,Weekly,"2022-08-28 00:00:00",Organic,1.610723864,8851.95,67.10,932.59,0.00,7852.26,,,
Boise,Weekly,"2022-08-28 00:00:00",Conventional,1.255165285,105027.65,64563.14,18132.74,78.66,22253.11,,,
Boise,Weekly,"2022-08-28 00:00:00",Organic,2.942324605,4212.05,92.43,3856.99,0.00,262.63,,,
Boston,Weekly,"2022-08-28 00:00:00",Conventional,1.469431667,504530.85,35718.25,338969.70,62.13,129780.77,,,
Boston,Weekly,"2022-08-28 00:00:00",Organic,1.811917288,31285.47,170.91,1549.43,0.00,29565.13,,,
Buffalo/Rochester,Weekly,"2022-08-28 00:00:00",Conventional,1.255857782,168580.18,22383.55,45461.94,1066.81,99667.88,,,
Buffalo/Rochester,Weekly,"2022-08-28 00:00:00",Organic,1.722204006,13246.58,692.42,34.51,0.00,12519.65,,,
California,Weekly,"2022-08-28 00:00:00",Conventional,1.453625720,5970084.64,3619527.77,592688.26,596976.15,1160892.46,,,
California,Weekly,"2022-08-28 00:00:00",Organic,1.993738350,262064.62,89725.04,20096.61,0.00,152242.98,,,
Charlotte,Weekly,"2022-08-28 00:00:00",Conventional,1.410532633,302504.00,96768.72,72204.73,1815.43,131715.12,,,
Charlotte,Weekly,"2022-08-28 00:00:00",Organic,1.841633716,18750.38,443.58,2310.50,18.74,15977.56,,,
Chicago,Weekly,"2022-08-28 00:00:00",Conventional,1.481182296,968678.54,287818.40,425390.34,42008.33,213461.48,,,
Chicago,Weekly,"2022-08-28 00:00:00",Organic,1.713069769,42286.72,10707.35,14561.67,0.00,17017.70,,,
Cincinnati/Dayton,Weekly,"2022-08-28 00:00:00",Conventional,1.229153207,238249.56,90781.40,50908.81,55918.38,40640.96,,,
Cincinnati/Dayton,Weekly,"2022-08-28 00:00:00",Organic,1.790284127,14238.11,21.19,10704.47,0.00,3512.46,,,
Columbus,Weekly,"2022-08-28 00:00:00",Conventional,1.192026104,201336.23,84552.53,38381.19,32816.39,45586.11,,,
Columbus,Weekly,"2022-08-28 00:00:00",Organic,1.786837655,8202.99,679.33,4251.88,0.00,3271.77,,,
"Dallas/Ft. Worth",Weekly,"2022-08-28 00:00:00",Conventional,0.982010942,1285069.18,616147.38,247216.89,17782.26,403922.65,,,
"Dallas/Ft. Worth",Weekly,"2022-08-28 00:00:00",Organic,1.646566211,27811.07,12883.14,892.74,0.00,14035.20,,,
Denver,Weekly,"2022-08-28 00:00:00",Conventional,1.240858856,778022.35,317700.05,155704.40,76473.55,228144.36,,,
Denver,Weekly,"2022-08-28 00:00:00",Organic,2.006395778,31952.97,26033.09,813.60,0.00,5106.28,,,
Detroit,Weekly,"2022-08-28 00:00:00",Conventional,1.177183484,359903.54,157919.66,82019.16,25036.29,94928.43,,,
Detroit,Weekly,"2022-08-28 00:00:00",Organic,1.561644122,13997.94,142.19,6413.62,0.00,7442.12,,,
"Grand Rapids",Weekly,"2022-08-28 00:00:00",Conventional,1.373535356,138095.36,35468.43,29258.12,23259.18,50109.62,,,
"Grand Rapids",Weekly,"2022-08-28 00:00:00",Organic,1.435777752,6789.30,10.24,736.30,0.00,6042.75,,,
"Great Lakes",Weekly,"2022-08-28 00:00:00",Conventional,1.249265400,3566832.26,1275234.98,1050965.35,321938.24,918693.69,,,
"Great Lakes",Weekly,"2022-08-28 00:00:00",Organic,1.698400418,163962.75,23554.24,57441.94,0.00,82966.57,,,
Harrisburg/Scranton,Weekly,"2022-08-28 00:00:00",Conventional,1.099639068,355576.05,136483.70,93087.29,141.37,125863.69,,,
Harrisburg/Scranton,Weekly,"2022-08-28 00:00:00",Organic,1.664094035,12868.65,223.22,498.11,0.00,12147.31,,,
Hartford/Springfield,Weekly,"2022-08-28 00:00:00",Conventional,1.365087437,289060.23,17744.31,204911.81,2545.51,63858.59,,,
Hartford/Springfield,Weekly,"2022-08-28 00:00:00",Organic,1.984681203,17008.97,578.08,4017.42,0.00,12413.46,,,
Houston,Weekly,"2022-08-28 00:00:00",Conventional,1.130450748,818384.28,447130.49,139334.91,29288.94,202629.93,,,
Houston,Weekly,"2022-08-28 00:00:00",Organic,1.682539419,14702.62,8044.23,194.45,0.00,6463.93,,,
Indianapolis,Weekly,"2022-08-28 00:00:00",Conventional,1.153200578,201628.66,94619.61,24284.12,33653.68,49071.25,,,
Indianapolis,Weekly,"2022-08-28 00:00:00",Organic,1.604816916,10243.55,228.71,4319.54,0.00,5695.30,,,
Jacksonville,Weekly,"2022-08-28 00:00:00",Conventional,1.073399748,218778.22,112661.69,24355.63,126.84,81634.06,,,
Jacksonville,Weekly,"2022-08-28 00:00:00",Organic,1.988890051,8305.97,71.14,185.55,1.58,8047.70,,,
"Las Vegas",Weekly,"2022-08-28 00:00:00",Conventional,1.132589568,357358.36,159719.73,75001.87,190.92,122445.84,,,
"Las Vegas",Weekly,"2022-08-28 00:00:00",Organic,2.150506611,9368.23,3741.09,3030.75,0.00,2596.39,,,
"Los Angeles",Weekly,"2022-08-28 00:00:00",Conventional,1.387352710,2836014.77,1597169.81,159295.03,450166.81,629383.12,,,
"Los Angeles",Weekly,"2022-08-28 00:00:00",Organic,1.947774470,111883.95,43762.00,4456.11,0.00,63665.84,,,
Louisville,Weekly,"2022-08-28 00:00:00",Conventional,1.159610367,99496.27,41508.40,13897.60,16389.93,27700.35,,,
Louisville,Weekly,"2022-08-28 00:00:00",Organic,1.781750036,5055.70,0.00,4037.25,0.00,1018.45,,,
"Miami/Ft. Lauderdale",Weekly,"2022-08-28 00:00:00",Conventional,1.167713587,728194.21,499048.60,22060.61,353.76,206730.70,,,
"Miami/Ft. Lauderdale",Weekly,"2022-08-28 00:00:00",Organic,1.280738346,91047.35,6058.37,539.59,0.00,84449.39,,,
Midsouth,Weekly,"2022-08-28 00:00:00",Conventional,1.271303660,3464780.62,1271939.94,815303.69,133988.98,1243548.01,,,
Midsouth,Weekly,"2022-08-28 00:00:00",Organic,1.757062245,227759.03,2538.90,45048.68,5978.50,174192.95,,,
Nashville,Weekly,"2022-08-28 00:00:00",Conventional,1.149937063,251174.40,112230.07,33065.38,17111.93,88767.02,,,
Nashville,Weekly,"2022-08-28 00:00:00",Organic,1.892439050,13106.50,38.96,7251.30,0.00,5816.25,,,
"New Orleans/Mobile",Weekly,"2022-08-28 00:00:00",Conventional,1.004648281,292807.63,157310.84,13777.27,131.51,121588.01,,,
"New Orleans/Mobile",Weekly,"2022-08-28 00:00:00",Organic,1.332729994,8784.65,239.90,13.55,0.00,8531.20,,,
"New York",Weekly,"2022-08-28 00:00:00",Conventional,1.242095448,1705747.10,123424.86,1050564.68,16565.45,515189.75,,,
"New York",Weekly,"2022-08-28 00:00:00",Organic,1.317887588,141253.43,52878.88,14175.69,2623.91,71574.95,,,
Northeast,Weekly,"2022-08-28 00:00:00",Conventional,1.235631602,5002775.95,699796.97,2814221.48,32198.25,1456556.87,,,
Northeast,Weekly,"2022-08-28 00:00:00",Organic,1.601292935,297745.14,61531.99,24160.88,6039.54,206012.74,,,
"Northern New England",Weekly,"2022-08-28 00:00:00",Conventional,1.119641060,541997.80,82171.20,390405.26,166.28,69255.07,,,
"Northern New England",Weekly,"2022-08-28 00:00:00",Organic,2.186607466,15605.24,1777.55,310.07,0.00,13517.62,,,
Orlando,Weekly,"2022-08-28 00:00:00",Conventional,1.115174873,459644.65,255204.01,32183.49,173.46,172083.69,,,
Orlando,Weekly,"2022-08-28 00:00:00",Organic,1.250883052,48963.76,4978.62,109.90,0.00,43875.23,,,
Peoria/Springfield,Weekly,"2022-08-28 00:00:00",Conventional,1.095144430,107059.57,48044.96,18492.73,9441.08,31080.80,,,
Peoria/Springfield,Weekly,"2022-08-28 00:00:00",Organic,1.637908331,3343.95,11.67,927.99,0.00,2404.29,,,
Philadelphia,Weekly,"2022-08-28 00:00:00",Conventional,1.192395526,577260.77,135460.30,237672.00,8073.55,196054.92,,,
Philadelphia,Weekly,"2022-08-28 00:00:00",Organic,1.909180809,24669.53,1093.35,1499.85,3108.16,18968.17,,,
Phoenix/Tucson,Weekly,"2022-08-28 00:00:00",Conventional,1.013673835,1066821.11,675709.10,67557.98,114582.14,208971.89,,,
Phoenix/Tucson,Weekly,"2022-08-28 00:00:00",Organic,1.920339085,26228.31,12986.27,5831.93,0.00,7410.11,,,
