Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Wichita,Weekly,"2020-04-19 00:00:00",Conventional,0.910231964,127715.27,95304.18,3085.22,4219.90,25105.02,,,
Wichita,Weekly,"2020-04-19 00:00:00",Organic,1.851641507,2178.96,1313.33,91.39,0.00,774.24,,,
Albany,Weekly,"2020-04-26 00:00:00",Conventional,1.523867411,162750.21,9994.85,131743.74,135.11,20876.51,,,
Albany,Weekly,"2020-04-26 00:00:00",Organic,1.857118547,3076.36,234.60,441.67,0.00,2400.08,,,
Atlanta,Weekly,"2020-04-26 00:00:00",Conventional,1.132583206,850321.95,618717.00,76198.35,102.41,155304.18,,,
Atlanta,Weekly,"2020-04-26 00:00:00",Organic,2.022770446,27027.56,9151.18,8623.05,0.00,9252.38,,,
Baltimore/Washington,Weekly,"2020-04-26 00:00:00",Conventional,1.490579585,1155279.76,150605.17,593901.28,4095.32,406678.00,,,
Baltimore/Washington,Weekly,"2020-04-26 00:00:00",Organic,1.647533336,80055.21,1380.84,6824.55,8.02,71840.85,,,
Birmingham/Montgomery,Weekly,"2020-04-26 00:00:00",Conventional,1.051821757,357744.06,256908.87,27005.88,110.77,73612.32,,,
Birmingham/Montgomery,Weekly,"2020-04-26 00:00:00",Organic,1.637911630,10006.20,502.31,495.84,0.00,9008.05,,,
Boise,Weekly,"2020-04-26 00:00:00",Conventional,1.504898486,109876.75,55829.51,21849.22,13858.28,18339.75,,,
Boise,Weekly,"2020-04-26 00:00:00",Organic,1.733648829,5585.28,968.44,2620.50,1.21,1995.13,,,
Boston,Weekly,"2020-04-26 00:00:00",Conventional,1.599178493,687124.74,23921.71,481216.78,519.03,181465.33,,,
Boston,Weekly,"2020-04-26 00:00:00",Organic,2.130686282,27369.73,336.29,2523.73,0.00,24509.71,,,
Buffalo/Rochester,Weekly,"2020-04-26 00:00:00",Conventional,1.241564347,227749.67,35529.86,61075.27,2677.29,128467.25,,,
Buffalo/Rochester,Weekly,"2020-04-26 00:00:00",Organic,1.779712856,10082.93,977.69,179.24,0.00,8926.01,,,
California,Weekly,"2020-04-26 00:00:00",Conventional,1.410137367,6173836.97,2818615.88,1702972.96,582141.49,1070098.14,,,
California,Weekly,"2020-04-26 00:00:00",Organic,1.988286217,249086.53,107957.48,74933.48,53.13,66134.03,,,
Charlotte,Weekly,"2020-04-26 00:00:00",Conventional,1.237040114,378759.81,191435.35,63215.40,4796.59,119312.47,,,
Charlotte,Weekly,"2020-04-26 00:00:00",Organic,1.782834586,18436.26,1271.41,4162.55,58.60,12943.70,,,
Chicago,Weekly,"2020-04-26 00:00:00",Conventional,1.680365388,842302.00,357805.35,204646.93,136057.52,143792.20,,,
Chicago,Weekly,"2020-04-26 00:00:00",Organic,1.940504547,74217.79,42504.59,22734.98,0.00,8976.12,,,
Cincinnati/Dayton,Weekly,"2020-04-26 00:00:00",Conventional,1.341675062,338368.00,242182.89,29797.75,33649.78,32737.57,,,
Cincinnati/Dayton,Weekly,"2020-04-26 00:00:00",Organic,2.094033639,15834.35,9719.79,3845.29,0.00,2269.26,,,
Columbus,Weekly,"2020-04-26 00:00:00",Conventional,1.246542564,271297.97,191737.68,35090.54,8246.60,36223.14,,,
Columbus,Weekly,"2020-04-26 00:00:00",Organic,2.025124384,9023.11,3785.27,3004.80,0.00,2233.04,,,
"Dallas/Ft. Worth",Weekly,"2020-04-26 00:00:00",Conventional,0.955221541,1649950.02,787793.69,527623.96,15065.57,319464.91,,,
"Dallas/Ft. Worth",Weekly,"2020-04-26 00:00:00",Organic,1.516347450,34949.94,14964.91,164.93,357.40,19462.69,,,
Denver,Weekly,"2020-04-26 00:00:00",Conventional,1.242489804,1084959.98,346455.59,230356.25,316190.94,191751.30,,,
Denver,Weekly,"2020-04-26 00:00:00",Organic,1.699283647,32209.53,23101.41,4921.24,0.00,4186.88,,,
Detroit,Weekly,"2020-04-26 00:00:00",Conventional,1.210831102,508379.81,313733.04,67140.04,48468.98,79037.75,,,
Detroit,Weekly,"2020-04-26 00:00:00",Organic,1.590545687,25346.28,5285.92,2347.78,0.00,17712.58,,,
"Grand Rapids",Weekly,"2020-04-26 00:00:00",Conventional,1.731439755,172338.94,32649.21,54068.74,46251.81,39369.18,,,
"Grand Rapids",Weekly,"2020-04-26 00:00:00",Organic,1.325346021,10469.77,28.25,1078.07,0.00,9363.45,,,
"Great Lakes",Weekly,"2020-04-26 00:00:00",Conventional,1.356079971,4230068.03,2159200.35,946809.90,387364.02,736693.76,,,
"Great Lakes",Weekly,"2020-04-26 00:00:00",Organic,1.840801695,198590.66,76626.41,45691.03,0.00,76271.11,,,
Harrisburg/Scranton,Weekly,"2020-04-26 00:00:00",Conventional,1.204740990,404080.93,116002.25,159388.12,150.97,128539.59,,,
Harrisburg/Scranton,Weekly,"2020-04-26 00:00:00",Organic,1.512782326,20758.74,452.84,437.86,0.00,19868.04,,,
Hartford/Springfield,Weekly,"2020-04-26 00:00:00",Conventional,1.468597394,413921.12,12068.70,321308.62,292.27,80251.54,,,
Hartford/Springfield,Weekly,"2020-04-26 00:00:00",Organic,2.175511343,14723.54,809.00,6268.35,2.95,7643.24,,,
Houston,Weekly,"2020-04-26 00:00:00",Conventional,0.972542931,1355628.92,617351.94,551170.29,24383.85,162719.07,,,
Houston,Weekly,"2020-04-26 00:00:00",Organic,1.642682702,14216.33,12772.05,53.69,0.00,1390.59,,,
Indianapolis,Weekly,"2020-04-26 00:00:00",Conventional,1.250337586,286705.79,184626.00,39712.97,12436.59,49930.23,,,
Indianapolis,Weekly,"2020-04-26 00:00:00",Organic,1.893740314,8354.22,2047.76,2657.90,0.00,3648.56,,,
Jacksonville,Weekly,"2020-04-26 00:00:00",Conventional,1.241174056,245335.18,101718.82,84268.62,225.54,59122.21,,,
Jacksonville,Weekly,"2020-04-26 00:00:00",Organic,1.636532762,10114.41,118.74,315.96,0.00,9679.71,,,
"Las Vegas",Weekly,"2020-04-26 00:00:00",Conventional,0.984854729,487233.86,142795.11,264978.67,256.35,79203.73,,,
"Las Vegas",Weekly,"2020-04-26 00:00:00",Organic,1.583519027,11385.77,6041.13,1372.88,0.00,3971.76,,,
"Los Angeles",Weekly,"2020-04-26 00:00:00",Conventional,1.335773686,2916195.92,1453171.95,474244.19,439427.87,549348.13,,,
"Los Angeles",Weekly,"2020-04-26 00:00:00",Organic,1.978029705,123463.21,71268.19,34775.01,40.66,17377.24,,,
Louisville,Weekly,"2020-04-26 00:00:00",Conventional,1.145795151,129592.37,67083.23,30839.30,39.91,31629.93,,,
Louisville,Weekly,"2020-04-26 00:00:00",Organic,2.143031094,5528.78,3194.26,1469.59,0.00,864.94,,,
"Miami/Ft. Lauderdale",Weekly,"2020-04-26 00:00:00",Conventional,1.246827252,1043037.13,768494.52,47129.02,298.42,227115.17,,,
"Miami/Ft. Lauderdale",Weekly,"2020-04-26 00:00:00",Organic,1.625503213,36258.27,570.34,4999.43,0.00,30688.50,,,
Midsouth,Weekly,"2020-04-26 00:00:00",Conventional,1.229698375,4438422.12,1895252.35,1250256.63,22789.92,1270123.23,,,
Midsouth,Weekly,"2020-04-26 00:00:00",Organic,1.724885003,229823.47,42227.40,35070.58,218.78,152305.77,,,
Nashville,Weekly,"2020-04-26 00:00:00",Conventional,1.071624273,329297.47,224160.89,36015.27,88.25,69033.06,,,
Nashville,Weekly,"2020-04-26 00:00:00",Organic,1.987482882,12089.77,5799.01,2252.22,0.00,4038.54,,,
"New Orleans/Mobile",Weekly,"2020-04-26 00:00:00",Conventional,1.007879440,336319.56,210079.01,38662.33,8.51,87569.71,,,
"New Orleans/Mobile",Weekly,"2020-04-26 00:00:00",Organic,1.265388759,10291.80,683.57,0.00,0.00,9608.23,,,
"New York",Weekly,"2020-04-26 00:00:00",Conventional,1.332826466,2459610.98,112484.54,1710147.80,3279.29,633699.36,,,
"New York",Weekly,"2020-04-26 00:00:00",Organic,1.872061151,90598.24,15557.59,12959.03,642.65,61436.85,,,
Northeast,Weekly,"2020-04-26 00:00:00",Conventional,1.364093808,6483713.84,608623.07,4139669.09,13405.42,1722014.37,,,
Northeast,Weekly,"2020-04-26 00:00:00",Organic,1.865744213,261449.23,32665.60,32192.95,665.05,195923.52,,,
"Northern New England",Weekly,"2020-04-26 00:00:00",Conventional,1.429057267,517831.89,30073.95,414721.66,267.52,72768.75,,,
"Northern New England",Weekly,"2020-04-26 00:00:00",Organic,1.869510839,18229.90,1968.17,751.85,0.00,15509.88,,,
Orlando,Weekly,"2020-04-26 00:00:00",Conventional,1.160359888,579474.67,389076.49,15263.45,123.73,174918.76,,,
Orlando,Weekly,"2020-04-26 00:00:00",Organic,1.579590838,26110.03,378.53,592.30,0.00,25139.20,,,
Peoria/Springfield,Weekly,"2020-04-26 00:00:00",Conventional,1.211349436,143761.87,72321.65,37505.51,3188.58,30746.14,,,
Peoria/Springfield,Weekly,"2020-04-26 00:00:00",Organic,2.024426088,3946.41,348.91,1375.09,0.00,2222.41,,,
Philadelphia,Weekly,"2020-04-26 00:00:00",Conventional,1.242589277,742435.94,131720.32,372686.43,1487.89,236541.31,,,
Philadelphia,Weekly,"2020-04-26 00:00:00",Organic,1.732091929,42063.11,5764.59,5895.44,4.68,30398.40,,,
Phoenix/Tucson,Weekly,"2020-04-26 00:00:00",Conventional,0.818010705,1631617.98,707882.41,797664.24,2643.41,123358.34,,,
Phoenix/Tucson,Weekly,"2020-04-26 00:00:00",Organic,1.597959358,19703.62,11619.86,2060.01,2.14,6021.62,,,
Pittsburgh,Weekly,"2020-04-26 00:00:00",Conventional,1.294651378,128924.26,66839.74,19054.90,94.47,42935.14,,,
Pittsburgh,Weekly,"2020-04-26 00:00:00",Organic,1.887855283,5759.35,2933.18,18.37,0.00,2807.80,,,
Plains,Weekly,"2020-04-26 00:00:00",Conventional,1.156166266,2264176.50,1304279.01,423533.98,6250.95,530105.00,,,
Plains,Weekly,"2020-04-26 00:00:00",Organic,1.722880834,68839.10,20696.31,8871.80,23.00,39247.04,,,
Portland,Weekly,"2020-04-26 00:00:00",Conventional,1.430579487,679415.27,338158.26,227368.91,28200.75,85687.35,,,
Portland,Weekly,"2020-04-26 00:00:00",Organic,2.241042727,35721.03,11419.25,22213.28,0.00,2088.50,,,
Providence,Weekly,"2020-04-26 00:00:00",Conventional,1.546216918,79748.00,4767.16,59004.47,86.87,15889.51,,,
Providence,Weekly,"2020-04-26 00:00:00",Organic,2.122186506,3541.91,6.51,19.53,0.00,3515.88,,,
Raleigh/Greensboro,Weekly,"2020-04-26 00:00:00",Conventional,1.203505307,464922.08,225760.29,81113.80,4053.17,153994.82,,,
Raleigh/Greensboro,Weekly,"2020-04-26 00:00:00",Organic,1.704534089,21601.61,6758.51,3966.84,84.64,10791.62,,,
Richmond/Norfolk,Weekly,"2020-04-26 00:00:00",Conventional,1.107286629,369576.73,155717.94,122066.47,1127.82,90664.50,,,
Richmond/Norfolk,Weekly,"2020-04-26 00:00:00",Organic,1.530436139,21612.00,2974.06,2903.36,10.97,15723.61,,,
Roanoke,Weekly,"2020-04-26 00:00:00",Conventional,1.054388722,207640.66,113362.02,45670.59,73.73,48534.31,,,
Roanoke,Weekly,"2020-04-26 00:00:00",Organic,1.744266014,9050.85,2698.54,1876.90,0.00,4475.41,,,
Sacramento,Weekly,"2020-04-26 00:00:00",Conventional,1.559886919,513596.63,195117.48,228687.02,4332.42,85459.71,,,
Sacramento,Weekly,"2020-04-26 00:00:00",Organic,1.990375839,15700.37,5275.68,4463.64,4.99,5956.06,,,
"San Diego",Weekly,"2020-04-26 00:00:00",Conventional,1.301871039,522677.67,194725.19,161870.03,61528.42,104554.03,,,
"San Diego",Weekly,"2020-04-26 00:00:00",Organic,2.078864120,28917.94,10179.21,10256.46,1.43,8480.83,,,
"San Francisco",Weekly,"2020-04-26 00:00:00",Conventional,1.675838893,870799.06,354068.49,394087.55,8661.47,113977.77,,,
"San Francisco",Weekly,"2020-04-26 00:00:00",Organic,1.946306624,38064.75,7435.99,11355.44,0.00,19267.03,,,
Seattle,Weekly,"2020-04-26 00:00:00",Conventional,1.537122338,687412.33,291282.72,336063.74,2640.40,57425.46,,,
Seattle,Weekly,"2020-04-26 00:00:00",Organic,2.359332567,51870.96,7434.41,41613.17,6.76,2816.63,,,
"South Carolina",Weekly,"2020-04-26 00:00:00",Conventional,1.189133375,547521.88,324637.81,91271.85,1968.18,129535.74,,,
"South Carolina",Weekly,"2020-04-26 00:00:00",Organic,1.709627485,22188.02,3552.63,3548.00,12.43,15074.95,,,
"South Central",Weekly,"2020-04-26 00:00:00",Conventional,0.975405072,6608491.68,3583245.98,1639963.85,136548.48,1245874.58,,,
"South Central",Weekly,"2020-04-26 00:00:00",Organic,1.612500475,138745.40,56228.52,2114.62,2530.55,77863.31,,,
Southeast,Weekly,"2020-04-26 00:00:00",Conventional,1.161111962,5636719.51,3854313.42,497336.77,3728.48,1281030.59,,,
Southeast,Weekly,"2020-04-26 00:00:00",Organic,1.640703883,201966.91,18896.82,23038.39,12.74,160015.91,,,
Spokane,Weekly,"2020-04-26 00:00:00",Conventional,1.355985281,92601.77,53276.07,29476.11,68.21,9781.38,,,
Spokane,Weekly,"2020-04-26 00:00:00",Organic,2.275764392,3393.18,945.46,1785.57,0.00,662.16,,,
"St. Louis",Weekly,"2020-04-26 00:00:00",Conventional,1.129762825,253839.38,171627.37,18256.21,293.16,63662.65,,,
"St. Louis",Weekly,"2020-04-26 00:00:00",Organic,2.486127371,7997.60,1353.75,4188.52,4.77,2450.57,,,
Syracuse,Weekly,"2020-04-26 00:00:00",Conventional,1.410985969,103853.66,11162.71,49359.61,1186.42,42144.91,,,
Syracuse,Weekly,"2020-04-26 00:00:00",Organic,1.816521635,3458.63,431.49,146.62,4.69,2875.83,,,
Tampa,Weekly,"2020-04-26 00:00:00",Conventional,1.190448527,590371.64,425679.46,20225.81,270.72,144195.64,,,
Tampa,Weekly,"2020-04-26 00:00:00",Organic,1.419471270,21715.57,356.28,427.35,0.00,20931.93,,,
Toledo,Weekly,"2020-04-26 00:00:00",Conventional,1.194611689,157129.55,92415.79,29292.82,10607.99,24812.95,,,
Toledo,Weekly,"2020-04-26 00:00:00",Organic,1.913044513,4577.88,1657.20,1128.77,0.00,1791.91,,,
"Total U.S.",Weekly,"2020-04-26 00:00:00",Conventional,1.216766336,43729666.33,19601853.97,13533102.05,1683527.06,8907423.19,,,
"Total U.S.",Weekly,"2020-04-26 00:00:00",Organic,1.812221028,1598790.74,450217.16,316229.61,5034.91,827283.11,,,
West,Weekly,"2020-04-26 00:00:00",Conventional,1.121782734,7894237.69,3378323.91,2932558.88,531298.29,1051483.51,,,
West,Weekly,"2020-04-26 00:00:00",Organic,1.912297763,250289.42,94918.63,94316.74,1531.65,59522.40,,,
"West Tex/New Mexico",Weekly,"2020-04-26 00:00:00",Conventional,0.972575361,997769.22,518253.80,212742.22,21263.70,242938.81,,,
"West Tex/New Mexico",Weekly,"2020-04-26 00:00:00",Organic,1.540378413,26008.78,3938.05,1117.47,2980.54,17972.72,,,
Wichita,Weekly,"2020-04-26 00:00:00",Conventional,0.927706682,133321.00,97421.83,8573.13,177.19,27148.85,,,
Wichita,Weekly,"2020-04-26 00:00:00",Organic,1.915292710,2371.73,1402.88,115.46,0.00,853.39,,,
Albany,Weekly,"2020-05-03 00:00:00",Conventional,1.469798646,147828.27,9526.38,116385.82,271.92,21644.16,,,
Albany,Weekly,"2020-05-03 00:00:00",Organic,1.841024284,3224.97,337.82,401.28,0.00,2485.87,,,
Atlanta,Weekly,"2020-05-03 00:00:00",Conventional,1.043927705,1020948.63,743234.43,101974.50,880.26,174859.44,,,
Atlanta,Weekly,"2020-05-03 00:00:00",Organic,1.776530710,28881.45,9230.11,9658.46,0.00,9992.88,,,
Baltimore/Washington,Weekly,"2020-05-03 00:00:00",Conventional,1.290684193,1376119.42,177038.55,625321.94,3732.40,570025.58,,,
Baltimore/Washington,Weekly,"2020-05-03 00:00:00",Organic,1.696926228,73466.71,804.11,7953.95,16.06,64692.58,,,
Birmingham/Montgomery,Weekly,"2020-05-03 00:00:00",Conventional,1.014579844,438203.62,314485.75,41310.69,156.51,82144.66,,,
Birmingham/Montgomery,Weekly,"2020-05-03 00:00:00",Organic,1.589897933,9563.66,476.79,509.77,0.00,8577.10,,,
Boise,Weekly,"2020-05-03 00:00:00",Conventional,1.361621235,140853.37,72229.52,36662.26,13465.44,18496.15,,,
Boise,Weekly,"2020-05-03 00:00:00",Organic,1.669492456,6264.72,3312.41,1262.84,7.23,1682.23,,,
Boston,Weekly,"2020-05-03 00:00:00",Conventional,1.582758136,787528.62,26706.36,578042.09,641.70,182138.47,,,
Boston,Weekly,"2020-05-03 00:00:00",Organic,2.168836039,28939.27,328.80,2024.55,0.00,26585.92,,,
Buffalo/Rochester,Weekly,"2020-05-03 00:00:00",Conventional,1.231355592,234114.96,20370.04,62701.59,3153.23,147890.11,,,
Buffalo/Rochester,Weekly,"2020-05-03 00:00:00",Organic,1.692383692,14988.25,822.99,166.38,1.12,13997.76,,,
California,Weekly,"2020-05-03 00:00:00",Conventional,1.121518671,8382379.35,3515907.26,2478670.58,737547.36,1650251.32,,,
California,Weekly,"2020-05-03 00:00:00",Organic,2.012753091,277632.97,137603.75,79431.76,82.49,60510.76,,,
Charlotte,Weekly,"2020-05-03 00:00:00",Conventional,0.998334386,566072.25,275203.62,86062.88,4369.04,200436.70,,,
Charlotte,Weekly,"2020-05-03 00:00:00",Organic,1.563389552,20145.84,294.52,4335.28,74.38,15441.66,,,
Chicago,Weekly,"2020-05-03 00:00:00",Conventional,0.932753280,1662858.01,997674.64,352117.45,168961.68,144102.35,,,
Chicago,Weekly,"2020-05-03 00:00:00",Organic,1.936697903,75890.37,41303.03,23723.78,0.00,10863.56,,,
Cincinnati/Dayton,Weekly,"2020-05-03 00:00:00",Conventional,1.096298097,389167.67,264454.86,57911.31,32710.97,34090.52,,,
Cincinnati/Dayton,Weekly,"2020-05-03 00:00:00",Organic,1.585483040,24536.96,6544.50,15352.26,0.00,2640.20,,,
Columbus,Weekly,"2020-05-03 00:00:00",Conventional,1.007586955,334659.35,246415.61,40360.90,8003.20,39879.64,,,
Columbus,Weekly,"2020-05-03 00:00:00",Organic,1.868419396,9675.73,2981.19,4671.09,0.00,2023.45,,,
"Dallas/Ft. Worth",Weekly,"2020-05-03 00:00:00",Conventional,0.922528902,1761072.10,826555.47,528128.11,17562.76,388822.92,,,
"Dallas/Ft. Worth",Weekly,"2020-05-03 00:00:00",Organic,1.480229479,31340.88,12754.15,155.80,324.53,18106.40,,,
Denver,Weekly,"2020-05-03 00:00:00",Conventional,1.223845623,1244825.75,398003.69,594110.56,44637.28,207966.95,,,
Denver,Weekly,"2020-05-03 00:00:00",Organic,1.718597168,25528.61,17557.46,5147.29,1.07,2822.79,,,
Detroit,Weekly,"2020-05-03 00:00:00",Conventional,1.117648985,540126.92,323910.18,88010.32,51771.47,76434.96,,,
Detroit,Weekly,"2020-05-03 00:00:00",Organic,1.416113924,30574.53,3926.04,11002.88,0.00,15645.61,,,
"Grand Rapids",Weekly,"2020-05-03 00:00:00",Conventional,1.640056467,181854.65,33954.42,62785.13,44133.47,40981.64,,,
"Grand Rapids",Weekly,"2020-05-03 00:00:00",Organic,1.329745524,10314.01,41.14,1093.94,0.00,9178.93,,,
"Great Lakes",Weekly,"2020-05-03 00:00:00",Conventional,1.060955347,5552920.00,3042877.94,1333158.98,417893.68,758987.50,,,
"Great Lakes",Weekly,"2020-05-03 00:00:00",Organic,1.670007629,237592.00,73224.31,86824.32,1.19,77542.18,,,
Harrisburg/Scranton,Weekly,"2020-05-03 00:00:00",Conventional,1.219946560,414463.32,136412.31,149801.22,292.95,127956.84,,,
Harrisburg/Scranton,Weekly,"2020-05-03 00:00:00",Organic,1.574658519,19537.18,525.95,438.47,0.00,18572.77,,,
Hartford/Springfield,Weekly,"2020-05-03 00:00:00",Conventional,1.552589652,416799.66,14058.20,327887.33,279.08,74575.05,,,
Hartford/Springfield,Weekly,"2020-05-03 00:00:00",Organic,2.249740743,12834.49,956.75,5985.35,3.35,5889.04,,,
Houston,Weekly,"2020-05-03 00:00:00",Conventional,0.897212299,1440881.91,732968.49,526275.01,10412.93,171220.74,,,
Houston,Weekly,"2020-05-03 00:00:00",Organic,1.619776828,11931.27,10721.01,0.00,0.00,1210.26,,,
Indianapolis,Weekly,"2020-05-03 00:00:00",Conventional,1.073904489,317794.79,192786.32,62866.18,12364.95,49777.35,,,
Indianapolis,Weekly,"2020-05-03 00:00:00",Organic,1.349139792,17699.13,2527.77,10472.92,0.00,4698.44,,,
Jacksonville,Weekly,"2020-05-03 00:00:00",Conventional,1.104136312,316746.05,133460.35,123449.63,295.71,59539.42,,,
Jacksonville,Weekly,"2020-05-03 00:00:00",Organic,1.588377438,9693.22,196.41,295.56,0.00,9201.24,,,
"Las Vegas",Weekly,"2020-05-03 00:00:00",Conventional,1.087621196,464316.58,152482.75,223896.82,138.49,87798.52,,,
"Las Vegas",Weekly,"2020-05-03 00:00:00",Organic,1.656338697,13616.04,7995.13,1700.34,0.00,3920.57,,,
"Los Angeles",Weekly,"2020-05-03 00:00:00",Conventional,1.184009402,3701078.01,1775237.19,479576.13,560900.33,885362.47,,,
"Los Angeles",Weekly,"2020-05-03 00:00:00",Organic,1.905805318,139093.64,79039.41,39993.94,60.29,19997.91,,,
Louisville,Weekly,"2020-05-03 00:00:00",Conventional,1.006798513,161109.31,93584.29,36345.92,104.82,31074.28,,,
Louisville,Weekly,"2020-05-03 00:00:00",Organic,1.927688600,5265.08,1490.98,2874.17,0.00,899.94,,,
"Miami/Ft. Lauderdale",Weekly,"2020-05-03 00:00:00",Conventional,1.122144174,1316769.66,1042084.04,52646.64,541.59,221497.39,,,
"Miami/Ft. Lauderdale",Weekly,"2020-05-03 00:00:00",Organic,1.591727763,40012.35,690.21,5232.40,0.00,34089.75,,,
Midsouth,Weekly,"2020-05-03 00:00:00",Conventional,1.053205264,5596968.93,2514185.51,1405734.84,21697.71,1655349.92,,,
Midsouth,Weekly,"2020-05-03 00:00:00",Organic,1.586132383,250256.27,48212.85,51500.90,349.50,150193.02,,,
Nashville,Weekly,"2020-05-03 00:00:00",Conventional,0.978537763,374647.87,261093.73,43657.66,35.92,69860.56,,,
Nashville,Weekly,"2020-05-03 00:00:00",Organic,1.831550350,13517.95,3548.04,5954.93,0.00,4014.98,,,
"New Orleans/Mobile",Weekly,"2020-05-03 00:00:00",Conventional,0.951365225,397691.69,240318.38,56700.65,35.47,100637.19,,,
"New Orleans/Mobile",Weekly,"2020-05-03 00:00:00",Organic,1.277766236,10539.22,796.29,0.00,0.00,9742.93,,,
"New York",Weekly,"2020-05-03 00:00:00",Conventional,1.624793779,2033469.10,102946.89,1250659.79,1646.75,678214.70,,,
"New York",Weekly,"2020-05-03 00:00:00",Organic,2.019455800,80055.39,16295.54,14019.33,755.21,48985.31,,,
Northeast,Weekly,"2020-05-03 00:00:00",Conventional,1.478911673,6186199.50,674661.76,3673267.92,11232.10,1827035.58,,,
Northeast,Weekly,"2020-05-03 00:00:00",Organic,1.947171676,255700.86,35307.69,32492.58,774.37,187122.02,,,
"Northern New England",Weekly,"2020-05-03 00:00:00",Conventional,1.395200702,541116.87,25556.86,438685.21,453.35,76421.44,,,
"Northern New England",Weekly,"2020-05-03 00:00:00",Organic,1.946444768,20365.82,2304.26,699.11,0.00,17362.44,,,
Orlando,Weekly,"2020-05-03 00:00:00",Conventional,1.074597609,757330.82,549350.84,20289.79,156.75,187494.80,,,
Orlando,Weekly,"2020-05-03 00:00:00",Organic,1.570343645,24191.49,260.84,957.46,0.00,22973.19,,,
Peoria/Springfield,Weekly,"2020-05-03 00:00:00",Conventional,1.082064026,159637.61,81235.54,44013.23,2842.66,31546.18,,,
Peoria/Springfield,Weekly,"2020-05-03 00:00:00",Organic,1.443855856,7221.76,409.67,4219.31,0.00,2592.78,,,
Philadelphia,Weekly,"2020-05-03 00:00:00",Conventional,1.369581167,687027.01,140019.99,292786.74,752.66,253466.45,,,
Philadelphia,Weekly,"2020-05-03 00:00:00",Organic,1.836334119,38590.07,6584.05,5942.66,2.34,26056.82,,,
Phoenix/Tucson,Weekly,"2020-05-03 00:00:00",Conventional,0.816334910,1728447.61,744345.48,846341.51,5519.49,132121.46,,,
Phoenix/Tucson,Weekly,"2020-05-03 00:00:00",Organic,1.575777201,23670.84,13469.96,2987.76,1.07,7212.06,,,
Pittsburgh,Weekly,"2020-05-03 00:00:00",Conventional,0.991054836,200393.08,127698.92,20535.96,54.81,52103.38,,,
Pittsburgh,Weekly,"2020-05-03 00:00:00",Organic,1.958542857,5770.68,3317.60,74.84,0.00,2378.24,,,
Plains,Weekly,"2020-05-03 00:00:00",Conventional,1.059824697,2632989.62,1405921.73,668224.59,6632.07,552209.35,,,
Plains,Weekly,"2020-05-03 00:00:00",Organic,1.756329171,53137.80,16943.66,6805.39,57.51,29328.19,,,
Portland,Weekly,"2020-05-03 00:00:00",Conventional,1.153138127,922507.87,451666.23,315795.45,59779.25,95266.94,,,
Portland,Weekly,"2020-05-03 00:00:00",Organic,1.967576894,44100.91,27529.03,14058.03,0.00,2513.85,,,
Providence,Weekly,"2020-05-03 00:00:00",Conventional,1.589728695,106146.96,4373.60,86081.83,112.60,15578.93,,,
Providence,Weekly,"2020-05-03 00:00:00",Organic,2.204713282,3817.86,19.62,17.04,0.00,3781.20,,,
Raleigh/Greensboro,Weekly,"2020-05-03 00:00:00",Conventional,0.953759743,655427.22,328788.34,96408.08,3754.99,226475.82,,,
Raleigh/Greensboro,Weekly,"2020-05-03 00:00:00",Organic,1.391817734,30937.35,14116.38,4223.98,138.89,12458.10,,,
Richmond/Norfolk,Weekly,"2020-05-03 00:00:00",Conventional,0.934346040,488558.04,232705.63,140477.30,1013.45,114361.65,,,
Richmond/Norfolk,Weekly,"2020-05-03 00:00:00",Organic,1.421179817,20584.97,1747.63,4046.18,16.48,14774.68,,,
Roanoke,Weekly,"2020-05-03 00:00:00",Conventional,0.955325265,252839.62,151503.75,54358.84,48.64,46928.40,,,
Roanoke,Weekly,"2020-05-03 00:00:00",Organic,1.623944658,9645.65,1190.81,3427.05,0.00,5027.79,,,
Sacramento,Weekly,"2020-05-03 00:00:00",Conventional,1.026163559,761921.57,250954.48,419187.90,5895.05,85884.14,,,
Sacramento,Weekly,"2020-05-03 00:00:00",Organic,2.010778274,14185.75,4819.49,3943.67,12.49,5408.00,,,
"San Diego",Weekly,"2020-05-03 00:00:00",Conventional,1.092777243,709138.94,220417.42,169913.58,77597.29,241209.69,,,
"San Diego",Weekly,"2020-05-03 00:00:00",Organic,2.069518963,30697.24,12088.01,12199.83,0.00,6409.41,,,
"San Francisco",Weekly,"2020-05-03 00:00:00",Conventional,1.098405022,1337278.78,460901.45,727617.26,10298.94,138461.13,,,
"San Francisco",Weekly,"2020-05-03 00:00:00",Organic,2.255702187,49374.88,25025.45,9439.91,1.33,14908.18,,,
Seattle,Weekly,"2020-05-03 00:00:00",Conventional,1.451112004,762421.40,346311.30,342277.57,3868.56,69963.96,,,
Seattle,Weekly,"2020-05-03 00:00:00",Organic,1.899999187,103821.95,52352.79,47941.77,4.51,3522.88,,,
"South Carolina",Weekly,"2020-05-03 00:00:00",Conventional,1.081068018,705768.13,420307.52,123664.77,1983.11,159812.72,,,
"South Carolina",Weekly,"2020-05-03 00:00:00",Organic,1.581532132,24581.66,2640.90,4672.47,62.14,17206.14,,,
"South Central",Weekly,"2020-05-03 00:00:00",Conventional,0.918924604,7077882.36,3956290.86,1520332.30,123929.64,1475306.34,,,
