Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Nashville,Weekly,"2020-07-05 00:00:00",Conventional,0.933786496,344098.73,237715.24,28479.13,42.64,77861.72,,,
Nashville,Weekly,"2020-07-05 00:00:00",Organic,1.893421021,12020.71,3685.09,4867.61,0.00,3468.01,,,
"New Orleans/Mobile",Weekly,"2020-07-05 00:00:00",Conventional,0.928942299,370780.22,224082.67,23640.54,3310.67,119746.34,,,
"New Orleans/Mobile",Weekly,"2020-07-05 00:00:00",Organic,1.252502864,13453.33,883.78,0.00,0.00,12569.56,,,
"New York",Weekly,"2020-07-05 00:00:00",Conventional,1.261648282,2404862.44,133849.60,1519150.27,17877.79,732554.43,,,
"New York",Weekly,"2020-07-05 00:00:00",Organic,1.942602855,99263.90,13019.88,14337.29,1630.85,70271.68,,,
Northeast,Weekly,"2020-07-05 00:00:00",Conventional,1.283603113,6769858.76,793184.36,4014324.75,38214.83,1922694.18,,,
Northeast,Weekly,"2020-07-05 00:00:00",Organic,1.868611445,269551.57,28869.79,27512.78,1657.33,211505.38,,,
"Northern New England",Weekly,"2020-07-05 00:00:00",Conventional,1.355170670,586624.22,26120.02,466957.14,108.27,93438.79,,,
"Northern New England",Weekly,"2020-07-05 00:00:00",Organic,2.035958367,21390.27,2743.99,824.75,0.00,17821.53,,,
Orlando,Weekly,"2020-07-05 00:00:00",Conventional,1.012924656,695600.69,461299.24,16957.90,196.52,217147.03,,,
Orlando,Weekly,"2020-07-05 00:00:00",Organic,1.786860269,17308.62,146.16,150.20,0.00,17010.15,,,
Peoria/Springfield,Weekly,"2020-07-05 00:00:00",Conventional,1.009928895,152749.49,77856.29,32878.59,3181.63,38832.99,,,
Peoria/Springfield,Weekly,"2020-07-05 00:00:00",Organic,1.865676126,4531.02,244.06,1711.30,0.00,2575.65,,,
Philadelphia,Weekly,"2020-07-05 00:00:00",Conventional,1.104086402,756541.63,188908.34,299886.15,3505.28,264241.86,,,
Philadelphia,Weekly,"2020-07-05 00:00:00",Organic,1.814172332,30240.68,4425.27,4152.49,0.00,21662.92,,,
Phoenix/Tucson,Weekly,"2020-07-05 00:00:00",Conventional,0.989236402,1398938.33,523371.69,718115.57,4509.85,152866.91,,,
Phoenix/Tucson,Weekly,"2020-07-05 00:00:00",Organic,1.438721128,25528.98,14830.18,1561.44,0.00,9137.36,,,
Pittsburgh,Weekly,"2020-07-05 00:00:00",Conventional,1.206569747,138878.66,71616.37,14716.20,53.36,52492.73,,,
Pittsburgh,Weekly,"2020-07-05 00:00:00",Organic,1.635956109,10295.51,3210.79,8.48,0.00,7076.24,,,
Plains,Weekly,"2020-07-05 00:00:00",Conventional,1.022510299,2626056.09,1375010.93,592923.47,6853.09,651263.88,,,
Plains,Weekly,"2020-07-05 00:00:00",Organic,1.615749972,72501.73,24884.12,7416.66,20.72,40176.02,,,
Portland,Weekly,"2020-07-05 00:00:00",Conventional,1.208833956,770650.10,347943.89,297610.05,35567.14,89529.02,,,
Portland,Weekly,"2020-07-05 00:00:00",Organic,2.252128841,35315.52,11365.79,20722.71,0.00,3227.02,,,
Providence,Weekly,"2020-07-05 00:00:00",Conventional,1.581770680,115802.61,5769.15,93600.37,27.69,16405.41,,,
Providence,Weekly,"2020-07-05 00:00:00",Organic,1.903873084,5781.35,18.73,1.30,0.00,5761.31,,,
Raleigh/Greensboro,Weekly,"2020-07-05 00:00:00",Conventional,1.203921284,469545.27,225737.02,86605.01,6465.26,150737.97,,,
Raleigh/Greensboro,Weekly,"2020-07-05 00:00:00",Organic,1.646316442,25907.87,14430.12,4747.67,98.97,6631.12,,,
Richmond/Norfolk,Weekly,"2020-07-05 00:00:00",Conventional,1.081061691,386632.87,176478.46,101129.24,1512.73,107512.44,,,
Richmond/Norfolk,Weekly,"2020-07-05 00:00:00",Organic,1.689264565,17953.05,6130.62,3952.92,7.66,7861.85,,,
Roanoke,Weekly,"2020-07-05 00:00:00",Conventional,1.014676993,208685.73,114975.90,41703.36,21.32,51985.15,,,
Roanoke,Weekly,"2020-07-05 00:00:00",Organic,1.785982000,9850.10,2963.96,3471.42,0.00,3414.73,,,
Sacramento,Weekly,"2020-07-05 00:00:00",Conventional,1.625858148,540922.52,204727.79,237346.20,11392.08,87456.45,,,
Sacramento,Weekly,"2020-07-05 00:00:00",Organic,1.960376922,24148.91,7503.27,5330.17,0.00,11315.47,,,
"San Diego",Weekly,"2020-07-05 00:00:00",Conventional,1.187904010,647450.20,256121.14,151362.62,133170.63,106795.81,,,
"San Diego",Weekly,"2020-07-05 00:00:00",Organic,2.227042887,29575.05,4406.79,19120.80,7.17,6040.29,,,
"San Francisco",Weekly,"2020-07-05 00:00:00",Conventional,1.750425637,862321.06,269291.68,429309.94,20385.01,143333.49,,,
"San Francisco",Weekly,"2020-07-05 00:00:00",Organic,2.146397078,69318.32,18760.94,13467.38,12.01,37077.99,,,
Seattle,Weekly,"2020-07-05 00:00:00",Conventional,1.426195395,696615.76,249210.83,369504.05,7928.15,69972.72,,,
Seattle,Weekly,"2020-07-05 00:00:00",Organic,2.318526726,54716.29,16164.91,33829.83,52.99,4668.56,,,
"South Carolina",Weekly,"2020-07-05 00:00:00",Conventional,1.110065107,579873.89,368668.62,62752.17,2617.40,145732.65,,,
"South Carolina",Weekly,"2020-07-05 00:00:00",Organic,1.751437748,24171.27,7828.10,4658.64,77.13,11607.40,,,
"South Central",Weekly,"2020-07-05 00:00:00",Conventional,0.821975052,7179407.36,4162160.79,1181624.30,308200.39,1526396.63,,,
"South Central",Weekly,"2020-07-05 00:00:00",Organic,1.473018060,152161.54,48855.99,2843.56,1876.60,98582.34,,,
Southeast,Weekly,"2020-07-05 00:00:00",Conventional,1.025923786,6234659.47,4365267.86,333762.76,5137.04,1530366.74,,,
Southeast,Weekly,"2020-07-05 00:00:00",Organic,1.733497488,172692.85,24135.09,17936.25,81.88,130531.65,,,
Spokane,Weekly,"2020-07-05 00:00:00",Conventional,1.241665530,90657.23,45523.44,31837.83,206.81,13089.15,,,
Spokane,Weekly,"2020-07-05 00:00:00",Organic,2.248480699,5634.71,2284.21,2332.00,0.00,1018.50,,,
"St. Louis",Weekly,"2020-07-05 00:00:00",Conventional,1.044622734,246054.28,150056.84,22297.73,952.24,72746.52,,,
"St. Louis",Weekly,"2020-07-05 00:00:00",Organic,2.155612153,7348.49,1353.41,3162.36,7.17,2825.55,,,
Syracuse,Weekly,"2020-07-05 00:00:00",Conventional,1.254922621,104063.81,14804.17,42729.17,995.51,45534.97,,,
Syracuse,Weekly,"2020-07-05 00:00:00",Organic,1.681243053,4230.50,343.16,95.61,0.00,3791.73,,,
Tampa,Weekly,"2020-07-05 00:00:00",Conventional,1.029830092,701886.48,496087.76,21843.80,306.48,183642.14,,,
Tampa,Weekly,"2020-07-05 00:00:00",Organic,1.651423849,14247.79,148.71,312.90,0.00,13786.18,,,
Toledo,Weekly,"2020-07-05 00:00:00",Conventional,0.934958954,177105.29,112470.24,28481.29,11539.67,24614.10,,,
Toledo,Weekly,"2020-07-05 00:00:00",Organic,1.652932083,5026.05,1172.75,2036.35,0.00,1816.95,,,
"Total U.S.",Weekly,"2020-07-05 00:00:00",Conventional,1.110254174,47474837.59,21603602.61,13266860.77,2254409.64,10347161.12,,,
"Total U.S.",Weekly,"2020-07-05 00:00:00",Organic,1.820918414,1695610.36,456951.37,388298.03,5714.70,844620.53,,,
West,Weekly,"2020-07-05 00:00:00",Conventional,1.116672805,7953769.90,3170685.83,3253667.30,208060.55,1321152.25,,,
West,Weekly,"2020-07-05 00:00:00",Organic,1.833560433,313483.81,124725.41,105230.35,1775.57,81752.48,,,
"West Tex/New Mexico",Weekly,"2020-07-05 00:00:00",Conventional,0.907216846,1016521.21,470037.94,173200.05,75100.51,297384.84,,,
"West Tex/New Mexico",Weekly,"2020-07-05 00:00:00",Organic,1.396166840,33807.72,4697.01,1161.96,2748.09,25200.66,,,
Wichita,Weekly,"2020-07-05 00:00:00",Conventional,0.811427054,152718.60,106113.40,11683.45,69.02,34852.72,,,
Wichita,Weekly,"2020-07-05 00:00:00",Organic,1.516239469,3561.42,2001.17,355.42,2.19,1202.64,,,
Albany,Weekly,"2020-07-12 00:00:00",Conventional,1.522160676,141981.24,9686.16,105815.76,338.27,26141.05,,,
Albany,Weekly,"2020-07-12 00:00:00",Organic,1.753904495,3280.29,325.31,321.90,0.00,2633.08,,,
Atlanta,Weekly,"2020-07-12 00:00:00",Conventional,0.913188600,828424.37,568632.95,86299.95,68.62,173422.85,,,
Atlanta,Weekly,"2020-07-12 00:00:00",Organic,1.741675630,28537.13,5007.56,13119.55,0.00,10410.02,,,
Baltimore/Washington,Weekly,"2020-07-12 00:00:00",Conventional,1.380683939,1013088.69,124143.77,480289.66,5298.31,403356.00,,,
Baltimore/Washington,Weekly,"2020-07-12 00:00:00",Organic,1.775700314,56786.31,1278.48,7992.20,12.63,47498.80,,,
Birmingham/Montgomery,Weekly,"2020-07-12 00:00:00",Conventional,1.008298565,338320.73,234882.67,12485.82,138.82,90812.47,,,
Birmingham/Montgomery,Weekly,"2020-07-12 00:00:00",Organic,1.553371506,9490.80,277.02,721.28,0.00,8492.50,,,
Boise,Weekly,"2020-07-12 00:00:00",Conventional,1.098799803,138690.61,73718.83,29864.92,12561.53,22545.33,,,
Boise,Weekly,"2020-07-12 00:00:00",Organic,1.877402535,6070.23,1165.20,3253.38,0.00,1651.65,,,
Boston,Weekly,"2020-07-12 00:00:00",Conventional,1.504668713,737231.02,21298.63,522562.10,466.50,192903.79,,,
Boston,Weekly,"2020-07-12 00:00:00",Organic,1.893685115,27918.48,355.16,1706.04,0.00,25857.28,,,
Buffalo/Rochester,Weekly,"2020-07-12 00:00:00",Conventional,1.060521653,234113.23,25595.87,51551.11,2659.85,154306.40,,,
Buffalo/Rochester,Weekly,"2020-07-12 00:00:00",Organic,1.724543227,13117.10,634.56,218.97,5.59,12257.98,,,
California,Weekly,"2020-07-12 00:00:00",Conventional,1.213455686,6901793.37,2550985.77,2277321.32,967837.11,1105646.33,,,
California,Weekly,"2020-07-12 00:00:00",Organic,2.073674205,291741.08,101796.60,88384.52,25.64,101529.18,,,
Charlotte,Weekly,"2020-07-12 00:00:00",Conventional,1.231699707,357981.87,165437.18,63325.73,5710.36,123508.60,,,
Charlotte,Weekly,"2020-07-12 00:00:00",Organic,1.753619084,17102.79,7594.02,4174.20,43.97,5290.60,,,
Chicago,Weekly,"2020-07-12 00:00:00",Conventional,1.213905168,934308.72,257356.39,324331.44,177686.40,174933.55,,,
Chicago,Weekly,"2020-07-12 00:00:00",Organic,2.005254873,53343.24,30767.25,11034.41,0.00,11541.58,,,
Cincinnati/Dayton,Weekly,"2020-07-12 00:00:00",Conventional,1.088842326,307079.66,165554.75,70295.70,30308.25,40920.96,,,
Cincinnati/Dayton,Weekly,"2020-07-12 00:00:00",Organic,1.832579250,16183.71,3105.71,10608.46,0.00,2469.53,,,
Columbus,Weekly,"2020-07-12 00:00:00",Conventional,0.999376217,255996.41,178338.47,31071.54,7514.99,39071.42,,,
Columbus,Weekly,"2020-07-12 00:00:00",Organic,1.627191596,8932.74,973.96,5282.27,0.00,2676.52,,,
"Dallas/Ft. Worth",Weekly,"2020-07-12 00:00:00",Conventional,0.782474148,1691201.23,839544.64,332280.17,94585.82,424790.60,,,
"Dallas/Ft. Worth",Weekly,"2020-07-12 00:00:00",Organic,1.548674763,36288.09,12160.90,254.93,284.25,23588.01,,,
Denver,Weekly,"2020-07-12 00:00:00",Conventional,1.029047874,1057185.89,332552.78,478418.92,27634.16,218578.13,,,
Denver,Weekly,"2020-07-12 00:00:00",Organic,1.597974399,44310.11,28455.45,4799.07,7.49,11046.00,,,
Detroit,Weekly,"2020-07-12 00:00:00",Conventional,1.142802908,417804.34,226573.23,55210.26,51521.60,84499.26,,,
Detroit,Weekly,"2020-07-12 00:00:00",Organic,1.676457917,18361.31,2656.27,7007.18,0.00,8697.86,,,
"Grand Rapids",Weekly,"2020-07-12 00:00:00",Conventional,1.459100459,169896.70,26336.17,51921.80,48099.92,43538.81,,,
"Grand Rapids",Weekly,"2020-07-12 00:00:00",Organic,1.790574473,6473.64,102.54,2049.24,0.00,4321.86,,,
"Great Lakes",Weekly,"2020-07-12 00:00:00",Conventional,1.104290147,4165248.70,1757413.60,1126606.66,438062.71,843164.79,,,
"Great Lakes",Weekly,"2020-07-12 00:00:00",Organic,1.812922709,169135.93,52678.62,50630.27,9.11,65817.94,,,
Harrisburg/Scranton,Weekly,"2020-07-12 00:00:00",Conventional,1.085060592,412875.98,155179.87,122858.50,442.49,134395.12,,,
Harrisburg/Scranton,Weekly,"2020-07-12 00:00:00",Organic,1.661385532,11489.81,495.39,395.93,0.00,10598.49,,,
Hartford/Springfield,Weekly,"2020-07-12 00:00:00",Conventional,1.426939764,394541.55,15054.11,294196.83,2084.86,83204.80,,,
Hartford/Springfield,Weekly,"2020-07-12 00:00:00",Organic,1.912598075,15254.18,392.57,5191.46,0.00,9670.14,,,
Houston,Weekly,"2020-07-12 00:00:00",Conventional,0.836578119,1262385.81,770562.39,271405.77,17857.75,202559.90,,,
Houston,Weekly,"2020-07-12 00:00:00",Organic,1.627283028,15354.82,9467.82,14.22,0.00,5870.68,,,
Indianapolis,Weekly,"2020-07-12 00:00:00",Conventional,1.006660038,258403.47,150339.33,52128.04,9236.30,46699.80,,,
Indianapolis,Weekly,"2020-07-12 00:00:00",Organic,1.766571845,7180.25,1119.17,2882.58,0.00,3178.49,,,
Jacksonville,Weekly,"2020-07-12 00:00:00",Conventional,1.179558682,223969.02,152840.88,11636.26,218.60,59272.34,,,
Jacksonville,Weekly,"2020-07-12 00:00:00",Organic,1.769507167,9037.88,116.12,384.62,0.00,8537.15,,,
"Las Vegas",Weekly,"2020-07-12 00:00:00",Conventional,1.065611909,420625.16,113968.14,205674.59,151.61,100830.82,,,
"Las Vegas",Weekly,"2020-07-12 00:00:00",Organic,1.626512868,14487.42,9035.49,1161.24,0.00,4290.69,,,
"Los Angeles",Weekly,"2020-07-12 00:00:00",Conventional,1.130828313,3376150.20,1417033.95,658479.18,725207.13,575427.09,,,
"Los Angeles",Weekly,"2020-07-12 00:00:00",Organic,2.051839048,122090.97,54151.83,46631.14,7.01,21297.94,,,
Louisville,Weekly,"2020-07-12 00:00:00",Conventional,0.932844802,152820.96,96599.59,26763.76,56.14,29401.47,,,
Louisville,Weekly,"2020-07-12 00:00:00",Organic,1.831489406,5266.08,872.26,3479.38,0.00,914.44,,,
"Miami/Ft. Lauderdale",Weekly,"2020-07-12 00:00:00",Conventional,1.176348820,977408.02,677293.20,43356.04,559.13,256184.84,,,
"Miami/Ft. Lauderdale",Weekly,"2020-07-12 00:00:00",Organic,1.796591976,28857.27,243.16,1672.19,0.00,26941.92,,,
Midsouth,Weekly,"2020-07-12 00:00:00",Conventional,1.125560377,4245277.10,1872574.49,1059926.74,27571.50,1285202.48,,,
Midsouth,Weekly,"2020-07-12 00:00:00",Organic,1.737198599,209980.18,52440.19,55548.23,184.35,101803.21,,,
Nashville,Weekly,"2020-07-12 00:00:00",Conventional,0.895165592,312548.58,215313.87,29316.89,42.61,67875.21,,,
Nashville,Weekly,"2020-07-12 00:00:00",Organic,1.890242103,11897.70,2237.29,6478.39,0.00,3182.01,,,
"New Orleans/Mobile",Weekly,"2020-07-12 00:00:00",Conventional,0.908032814,353568.12,205298.50,23817.77,3505.42,120946.43,,,
"New Orleans/Mobile",Weekly,"2020-07-12 00:00:00",Organic,1.402359565,7821.16,713.57,0.00,0.00,7107.59,,,
"New York",Weekly,"2020-07-12 00:00:00",Conventional,1.257254794,2211795.95,119684.06,1380002.28,12004.96,699950.71,,,
"New York",Weekly,"2020-07-12 00:00:00",Organic,1.909687822,95899.21,12382.12,13552.29,1629.12,68333.58,,,
Northeast,Weekly,"2020-07-12 00:00:00",Conventional,1.273299944,6329558.24,728959.49,3643899.38,25805.64,1930735.37,,,
Northeast,Weekly,"2020-07-12 00:00:00",Organic,1.867345138,258260.29,27856.67,29497.04,1657.46,199247.02,,,
"Northern New England",Weekly,"2020-07-12 00:00:00",Conventional,1.343688272,544555.06,20963.32,414816.03,221.66,108554.05,,,
"Northern New England",Weekly,"2020-07-12 00:00:00",Organic,2.004104225,20138.20,2944.40,839.93,0.00,16353.88,,,
Orlando,Weekly,"2020-07-12 00:00:00",Conventional,1.065372395,592801.20,360860.24,17024.18,208.06,214703.05,,,
Orlando,Weekly,"2020-07-12 00:00:00",Organic,1.833146604,18801.31,127.33,387.45,0.00,18284.43,,,
Peoria/Springfield,Weekly,"2020-07-12 00:00:00",Conventional,0.960313178,137618.49,56282.80,37703.09,2594.81,41037.79,,,
Peoria/Springfield,Weekly,"2020-07-12 00:00:00",Organic,1.867231231,3735.09,349.52,1283.83,0.00,2101.74,,,
Philadelphia,Weekly,"2020-07-12 00:00:00",Conventional,1.101175289,688323.65,168500.23,265430.16,2274.48,252115.49,,,
Philadelphia,Weekly,"2020-07-12 00:00:00",Organic,1.877193178,27023.69,4408.44,4362.67,0.00,18252.58,,,
Phoenix/Tucson,Weekly,"2020-07-12 00:00:00",Conventional,0.870731075,1434068.22,710070.89,577389.64,3769.30,142793.86,,,
Phoenix/Tucson,Weekly,"2020-07-12 00:00:00",Organic,1.458702063,25920.90,14703.17,1881.92,0.00,9335.81,,,
Pittsburgh,Weekly,"2020-07-12 00:00:00",Conventional,0.968771220,161490.06,104514.37,13846.44,95.40,43033.85,,,
Pittsburgh,Weekly,"2020-07-12 00:00:00",Organic,1.631301783,8735.57,2877.96,11.28,0.00,5846.33,,,
Plains,Weekly,"2020-07-12 00:00:00",Conventional,1.016864861,2264267.78,1227726.43,451628.03,5811.19,579099.30,,,
Plains,Weekly,"2020-07-12 00:00:00",Organic,1.576249260,64892.39,16698.33,8117.00,37.89,40032.88,,,
Portland,Weekly,"2020-07-12 00:00:00",Conventional,1.248418896,723726.45,272811.57,332650.20,32148.25,86116.43,,,
Portland,Weekly,"2020-07-12 00:00:00",Organic,2.025540599,38408.16,22977.39,12148.80,2.68,3279.29,,,
Providence,Weekly,"2020-07-12 00:00:00",Conventional,1.543996288,114512.26,4776.58,85627.32,13.36,24095.01,,,
Providence,Weekly,"2020-07-12 00:00:00",Organic,1.816584057,5160.47,2.61,3.91,0.00,5153.96,,,
Raleigh/Greensboro,Weekly,"2020-07-12 00:00:00",Conventional,1.150976473,455502.74,208863.66,83352.80,5511.68,157774.60,,,
Raleigh/Greensboro,Weekly,"2020-07-12 00:00:00",Organic,1.654251269,24208.25,14209.54,4240.55,48.94,5709.23,,,
Richmond/Norfolk,Weekly,"2020-07-12 00:00:00",Conventional,1.024336949,361314.57,175771.17,91652.46,1330.29,92560.65,,,
Richmond/Norfolk,Weekly,"2020-07-12 00:00:00",Organic,1.689700525,15977.24,3021.25,4148.42,8.76,8798.82,,,
Roanoke,Weekly,"2020-07-12 00:00:00",Conventional,0.926997480,207474.38,119580.18,36940.50,80.77,50872.93,,,
Roanoke,Weekly,"2020-07-12 00:00:00",Organic,1.791033642,9932.03,1867.88,4913.02,0.00,3151.12,,,
Sacramento,Weekly,"2020-07-12 00:00:00",Conventional,1.183232102,575293.48,181593.82,307285.54,9465.95,76948.18,,,
Sacramento,Weekly,"2020-07-12 00:00:00",Organic,1.770041358,22200.23,4914.36,3947.90,0.00,13337.97,,,
"San Diego",Weekly,"2020-07-12 00:00:00",Conventional,1.068014432,636310.97,202000.54,234720.01,105946.89,93643.54,,,
"San Diego",Weekly,"2020-07-12 00:00:00",Organic,2.242023050,26540.00,6912.55,13631.20,0.00,5996.25,,,
"San Francisco",Weekly,"2020-07-12 00:00:00",Conventional,1.656108000,833535.79,210789.91,466495.88,17536.40,138713.60,,,
"San Francisco",Weekly,"2020-07-12 00:00:00",Organic,2.139479126,66601.06,20477.74,9392.75,8.01,36720.47,,,
Seattle,Weekly,"2020-07-12 00:00:00",Conventional,1.377108528,698026.30,317097.72,299512.67,12881.10,68534.81,,,
Seattle,Weekly,"2020-07-12 00:00:00",Organic,2.397807460,50256.03,25907.35,19067.42,32.70,5248.56,,,
"South Carolina",Weekly,"2020-07-12 00:00:00",Conventional,1.110881049,506186.05,311079.99,58824.49,2579.12,133701.51,,,
"South Carolina",Weekly,"2020-07-12 00:00:00",Organic,1.706716311,23650.13,6260.32,5586.83,42.30,11760.68,,,
"South Central",Weekly,"2020-07-12 00:00:00",Conventional,0.802866913,6560651.11,3856662.69,897694.36,291678.00,1513329.72,,,
"South Central",Weekly,"2020-07-12 00:00:00",Organic,1.524670949,122234.55,29413.54,4166.96,1862.93,86788.08,,,
Southeast,Weekly,"2020-07-12 00:00:00",Conventional,1.050660087,5398401.63,3581538.89,330706.52,4982.46,1481143.07,,,
Southeast,Weekly,"2020-07-12 00:00:00",Organic,1.708020033,178177.41,15215.27,28519.10,49.14,134372.90,,,
Spokane,Weekly,"2020-07-12 00:00:00",Conventional,1.179601824,101569.26,55183.03,34438.62,58.74,11888.88,,,
Spokane,Weekly,"2020-07-12 00:00:00",Organic,2.059243152,4409.95,2471.69,962.42,0.00,975.84,,,
"St. Louis",Weekly,"2020-07-12 00:00:00",Conventional,0.944068758,250501.51,158952.31,22073.56,177.43,69298.22,,,
"St. Louis",Weekly,"2020-07-12 00:00:00",Organic,2.114382122,5908.43,885.14,2433.52,7.17,2582.61,,,
Syracuse,Weekly,"2020-07-12 00:00:00",Conventional,1.268887482,100820.79,11064.84,42007.86,815.85,46932.24,,,
Syracuse,Weekly,"2020-07-12 00:00:00",Organic,1.727685976,4007.34,435.15,159.37,0.00,3412.83,,,
Tampa,Weekly,"2020-07-12 00:00:00",Conventional,1.047252449,586855.32,385043.03,21705.10,261.64,179841.44,,,
Tampa,Weekly,"2020-07-12 00:00:00",Organic,1.608203508,15859.28,167.94,252.00,0.00,15439.34,,,
Toledo,Weekly,"2020-07-12 00:00:00",Conventional,0.977001463,145819.81,81718.94,25522.18,11828.13,26750.56,,,
Toledo,Weekly,"2020-07-12 00:00:00",Organic,1.642925607,4242.73,361.62,2248.35,0.00,1632.75,,,
"Total U.S.",Weekly,"2020-07-12 00:00:00",Conventional,1.081039074,43681030.99,18921659.65,12839251.22,1933633.24,9984777.85,,,
"Total U.S.",Weekly,"2020-07-12 00:00:00",Organic,1.823227096,1585110.19,448224.61,325609.17,5108.53,806123.98,,,
West,Weekly,"2020-07-12 00:00:00",Conventional,1.044908036,7815833.06,3345798.29,3051468.21,171884.63,1246456.79,,,
West,Weekly,"2020-07-12 00:00:00",Organic,1.852108978,290688.36,152125.40,60746.05,1282.03,76532.78,,,
"West Tex/New Mexico",Weekly,"2020-07-12 00:00:00",Conventional,0.905287293,962607.64,453044.85,150346.81,51015.66,307229.99,,,
"West Tex/New Mexico",Weekly,"2020-07-12 00:00:00",Organic,1.678587631,24547.63,4911.95,1146.38,2346.60,16142.70,,,
Wichita,Weekly,"2020-07-12 00:00:00",Conventional,0.831380197,120916.66,80857.89,10100.86,57.03,29900.88,,,
Wichita,Weekly,"2020-07-12 00:00:00",Organic,1.497675795,3052.11,1345.43,854.87,0.00,851.81,,,
Albany,Weekly,"2020-07-19 00:00:00",Conventional,1.331437197,138087.51,14477.13,92464.27,419.66,30726.45,,,
Albany,Weekly,"2020-07-19 00:00:00",Organic,1.853112616,3342.24,376.42,484.90,0.00,2480.92,,,
Atlanta,Weekly,"2020-07-19 00:00:00",Conventional,0.914685620,876200.88,588576.92,101563.18,140.28,185916.73,,,
Atlanta,Weekly,"2020-07-19 00:00:00",Organic,1.583380355,32519.88,9134.27,8175.42,0.00,15210.18,,,
Baltimore/Washington,Weekly,"2020-07-19 00:00:00",Conventional,1.288232790,1069358.08,115286.68,487676.87,5831.91,460561.68,,,
Baltimore/Washington,Weekly,"2020-07-19 00:00:00",Organic,1.830055010,59602.80,1593.20,7809.55,25.26,50174.80,,,
Birmingham/Montgomery,Weekly,"2020-07-19 00:00:00",Conventional,0.930758451,373280.82,242684.72,30738.75,129.77,99720.13,,,
Birmingham/Montgomery,Weekly,"2020-07-19 00:00:00",Organic,1.312098267,12168.83,466.17,424.51,0.00,11278.16,,,
Boise,Weekly,"2020-07-19 00:00:00",Conventional,1.244524978,127414.11,58582.13,29101.05,14286.75,25444.18,,,
Boise,Weekly,"2020-07-19 00:00:00",Organic,1.884427489,6061.91,1005.71,3359.40,0.00,1696.80,,,
Boston,Weekly,"2020-07-19 00:00:00",Conventional,1.453407749,716084.64,16691.21,490861.55,571.77,207960.11,,,
Boston,Weekly,"2020-07-19 00:00:00",Organic,1.919909617,27409.65,256.09,1729.99,0.00,25423.57,,,
Buffalo/Rochester,Weekly,"2020-07-19 00:00:00",Conventional,1.095425701,218251.14,26634.75,57072.67,3017.52,131526.19,,,
Buffalo/Rochester,Weekly,"2020-07-19 00:00:00",Organic,1.841387969,10069.69,706.26,170.94,8.94,9183.55,,,
California,Weekly,"2020-07-19 00:00:00",Conventional,1.222746427,6813870.64,2828500.95,2011313.82,832176.28,1141875.80,,,
California,Weekly,"2020-07-19 00:00:00",Organic,2.143019239,283037.12,91506.83,102821.13,49.26,88653.81,,,
Charlotte,Weekly,"2020-07-19 00:00:00",Conventional,1.113280724,368079.06,174500.88,67631.38,6693.43,119253.36,,,
Charlotte,Weekly,"2020-07-19 00:00:00",Organic,1.474081221,21786.52,8366.61,3740.50,27.04,9652.38,,,
Chicago,Weekly,"2020-07-19 00:00:00",Conventional,1.201710099,1019256.33,254405.56,357002.51,172307.86,235539.45,,,
Chicago,Weekly,"2020-07-19 00:00:00",Organic,1.997533500,55720.42,31878.13,12067.88,0.00,11774.42,,,
Cincinnati/Dayton,Weekly,"2020-07-19 00:00:00",Conventional,1.066932129,337744.96,183748.49,77321.02,33984.70,42690.74,,,
Cincinnati/Dayton,Weekly,"2020-07-19 00:00:00",Organic,1.860425170,15738.35,6290.89,7100.50,0.00,2346.96,,,
Columbus,Weekly,"2020-07-19 00:00:00",Conventional,0.939152443,289211.54,177280.35,58595.07,8559.27,44776.85,,,
Columbus,Weekly,"2020-07-19 00:00:00",Organic,1.700411897,9061.33,2314.98,4237.01,0.00,2509.35,,,
"Dallas/Ft. Worth",Weekly,"2020-07-19 00:00:00",Conventional,0.782441612,1714907.85,854710.63,339543.84,86509.62,434143.76,,,
"Dallas/Ft. Worth",Weekly,"2020-07-19 00:00:00",Organic,1.542678383,39532.97,14897.24,205.23,339.08,24091.42,,,
Denver,Weekly,"2020-07-19 00:00:00",Conventional,1.073548460,1012029.01,332994.15,420510.37,27804.47,230720.02,,,
Denver,Weekly,"2020-07-19 00:00:00",Organic,1.543192869,43714.40,27509.62,4266.55,0.00,11938.24,,,
Detroit,Weekly,"2020-07-19 00:00:00",Conventional,0.988703242,571794.95,235483.15,100508.26,153951.71,81851.83,,,
Detroit,Weekly,"2020-07-19 00:00:00",Organic,1.764205688,15527.63,3913.33,6038.37,0.00,5575.93,,,
"Grand Rapids",Weekly,"2020-07-19 00:00:00",Conventional,1.009362584,295050.37,37849.76,79108.08,142746.74,35345.80,,,
"Grand Rapids",Weekly,"2020-07-19 00:00:00",Organic,1.864076586,5267.14,27.15,1561.27,0.00,3678.73,,,
"Great Lakes",Weekly,"2020-07-19 00:00:00",Conventional,1.018042725,4938307.55,1786284.17,1398132.91,789382.16,964507.37,,,
"Great Lakes",Weekly,"2020-07-19 00:00:00",Organic,1.816510836,168242.15,61557.32,45757.89,8.37,60918.56,,,
Harrisburg/Scranton,Weekly,"2020-07-19 00:00:00",Conventional,1.031314920,416475.94,151818.47,118294.67,634.48,145728.33,,,
